Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
614,0.67447424,dantherm,skive,,,,,1958,,,,,industrial machinery,industrials,,,,,,,,,
310,0.6744832,dfds,copenhagen,,,,,1866,,,,,marine transportation,industrials,,,,,,,,,
,,dissingweitling,copenhagen,,,,,1971,,,,,business support services,industrials,,,,,,,,,
7,0.67448515,dlf,roskilde,,,,,1906,,,,,farming & fishing,consumer goods,,,,,,,,,
1190,0.67446375,dsb,copenhagen,,,,,1885,,,,,railroads,industrials,,,,,,,,,
373,0.67448235,dsv,hedehusene,,,,,1976,,,,,delivery services,industrials,,,,,,,,,
402,0.6744797,dt group,copenhagen,,,,,1896,,,,,building materials & fixtures,industrials,,,,,,,,,
,,ecco,bredebro,,,,,1963,,,,,footwear,consumer goods,,,,,,,,,
612,0.67447424,egmont group,copenhagen,,,,,1878,,,,,publishing,consumer services,,,,,,,,,
,,falck,copenhagen,,,,,1906,,,,,health care providers,health care,,,,,,,,,
40,0.67448515,flsmidth,copenhagen,,,,,1882,,,,,industrial machinery,industrials,,,,,,,,,
1330,0.67445934,flying tiger copenhagen,copenhagen,,,,,1995,,,,,braodline retailers,consumer services,,,,,,,,,
1062,0.6744666,foss a/s,hillerd,,,,,1956,,,,,business support services,industrials,,,,,,,,,
342,0.6744829,global risk management,middelfart,,,,,2004,,,,,business support services,industrials,,,,,,,,,
157,0.6744844,gn store nord,ballerup,,,,,1869,,,,,health care providers,health care,,,,,,,,,
,,grundfos,bjerringbro,,,,,1945,,,,,industrial machinery,industrials,,,,,,,,,
,,gryphon audio designs,ry,,,,,1985,,,,,consumer electronics,consumer goods,,,,,,,,,
,,haldor topsoe,copenhagen,,,,,1940,,,,,specialty chemicals,basic materials,,,,,,,,,
825,0.6744706,hempel group,lyngby-taarbk,,,,,1915,,,,,specialty chemicals,basic materials,,,,,,,,,
1357,0.6744575,henning larsen architects,copenhagen,,,,,1959,,,,,business support services,industrials,,,,,,,,,
1243,0.67446226,house of amber,copenhagen,,,,,1933,,,,,clothing & accessories,consumer goods,,,,,,,,,
,,hummel,aarhus,,,,,1923,,,,,clothing & accessories,consumer goods,,,,,,,,,
607,0.67447424,ic group,copenhagen,,,,,2001,,,,,clothing & accessories,consumer goods,,,,,,,,,
405,0.67447966,io interactive,copenhagen,,,,,1990,,,,,software,technology,,,,,,,,,
98,0.67448515,iss a/s,copenhagen,,,,,1901,,,,,business support services,industrials,,,,,,,,,
1352,0.67445785,jet time,copenhagen,,,,,2006,,,,,airlines,consumer services,,,,,,,,,
1015,0.6744673,jorgensen engineering,odense,,,,,1933,,,,,business support services,industrials,,,,,,,,,
,,jysk,aarhus,,,,,1979,,,,,specialty retailers,consumer services,,,,,,,,,
91,0.67448515,jyske bank,silkeborg,,,,,1967,,,,,banks,financials,,,,,,,,,
,,kemp & lauritzen,copenhagen,,,,,1882,,,,,business support services,industrials,,,,,,,,,
1374,0.67445636,kopenhagen fur,copenhagen,,,,,1930,,,,,clothing & accessories,consumer goods,,,,,,,,,
,,lastobject,copenhagen,,,,,2016,,,,,personal products,consumer goods,,,,,,,,,
677,0.67447317,leo pharma,copenhagen,,,,,1908,,,,,pharmaceuticals,health care,,,,,,,,,
,,lm glasfiber,lunderskov,,,,,1940,,,,,industrial machinery,industrials,,,,,,,,,
,,louis poulsen,copenhagen,,,,,1874,,,,,building materials & fixtures,industrials,,,,,,,,,
78,0.67448515,lundbeck,copenhagen,,,,,1915,,,,,pharmaceuticals,health care,,,,,,,,,
,,lundgaard & tranberg,copenhagen,,,,,1983,,,,,business support services,industrials,,,,,,,,,
61,0.67448515,maersk,copenhagen,,,,,1904,,,,,ocean and inland freight transportation,conglomerates,,,,,,,,,
1086,0.674466,martin professional,aarhus,,,,,1987,,,,,building materials & fixtures,industrials,,,,,,,,,
,,matas,allerd,,,,,1949,,,,,drug retailers,consumer services,,,,,,,,,
238,0.6744837,netcompany,copenhagen,,,,,1999,,,,,software,technology,,,,,,,,,
630,0.6744741,nkt holding,copenhagen,,,,,1891,,,,,-,conglomerates,,,,,,,,,
,,nnit,gladsaxe,,,,,1994,,,,,software,technology,,,,,,,,,
906,0.67446923,nordic adult entertainment,copenhagen,,,,,1972,,,,,recreational products,consumer goods,,,,,,,,,
,,nordisk film,copenhagen,,,,,1906,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
1094,0.67446584,north media,gladsaxe,,,,,1978,,,,,publishing,consumer services,,,,,,,,,
1061,0.6744666,north sea capital,copenhagen,,,,,2001,,,,,financial services,financials,,,,,,,,,
160,0.6744843,novo nordisk,copenhagen,,,,,1923,,,,,pharmaceuticals,health care,,,,,,,,,
201,0.6744841,novozymes,copenhagen,,,,,2000,,,,,biotechnology,health care,,,,,,,,,
,,nykredit,copenhagen,,,,,1985,,,,,financial services,financials,,,,,,,,,
3,0.67448515,rsted,fredericia,,,,,2006,,,,,conventional electricity,utilities,,,,,,,,,
869,0.6744699,parken sport & entertainment,copenhagen,,,,,1992,,,,,recreational services,consumer services,,,,,,,,,
507,0.67447615,pharma nord,vejle,,,,,1981,,,,,pharmaceuticals,health care,,,,,,,,,
1264,0.6744616,pharmacosmos,holbk,,,,,1965,,,,,pharmaceuticals,health care,,,,,,,,,
1063,0.6744666,phase one,copenhagen,,,,,1993,,,,,recreational products,consumer goods,,,,,,,,,
,,plesner,copenhagen,,,,,1918,,,,,business support services,industrials,,,,,,,,,
1290,0.67446077,post danmark,copenhagen,,,,,1624,,,,,delivery services,industrials,,,,,,,,,
,,ramboll,copenhagen,,,,,1945,,,,,business support services,industrials,,,,,,,,,
,,roskilde forsyning,roskilde,,,,,2000,,,,,conventional electricity,utilities,,,,,,,,,
644,0.6744739,royal copenhagen,copenhagen,,,,,1775,,,,,durable household products,consumer goods,,,,,,,,,
155,0.6744844,royal unibrew,faxe,,,,,1989,,,,,brewers,consumer goods,,,,,,,,,
,,sampension,copenhagen,,,,,1945,,,,,asset managers,financials,,,,,,,,,
959,0.67446846,santa fe group,copenhagen,,,,,1897,,,,,logistics,industrials,,,,,,,,,
821,0.6744706,saxo bank,copenhagen,,,,,1992,,,,,banks,financials,,,,,,,,,
46,0.67448515,scandinavian tobacco group,copenhagen,,,,,1961,,,,,tobacco,consumer goods,,,,,,,,,
,,schmidt hammer lassen,copenhagen,,,,,1986,,,,,business support services,industrials,,,,,,,,,
655,0.6744736,select sport,copenhagen,,,,,1947,,,,,recreational products,consumer goods,,,,,,,,,
,,simonsen & weel,vallensbk,,,,,1817,,,,,medical equipment,health care,,,,,,,,,
,,stylepit,copenhagen,,,,,2000,,,,,apparel retailers,consumer services,,,,,,,,,
,,stibo,arhus,,,,,1794,,,,,enterprise software,technology,,,,,,,,,
938,0.6744688,tdc a/s,copenhagen,,,,,1879,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
963,0.67446834,terma a/s,lystrup,,,,,1949,,,,,aerospace,industrials,,,,,,,,,
522,0.6744758,the lego group,billund,,,,,1932,,,,,toys,consumer goods,,,,,,,,,
627,0.6744742,thorco shipping,copenhagen,,,,,2003,,,,,marine transportation,industrials,,,,,,,,,
,,tuborg brewery,fredericia,,,,,1873,,,,,brewers,consumer goods,,,,,,,,,
601,0.6744743,united shipping & trading company,middelfart,,,,,1876,,,,,marine transportation,industrials,,,,,,,,,
517,0.6744759,velux,hrsholm,,,,,1941,,,,,building materials & fixtures,industrials,,,,,,,,,
333,0.674483,vestas,aarhus,,,,,1945,,,,,industrial machinery,industrials,,,,,,,,,
569,0.6744749,welltec,allerd,,,,,1994,,,,,oil equipment & services,oil & gas,,,,,,,,,
913,0.6744691,widex,lynge,,,,,1956,,,,,medical equipment,health care,,,,,,,,,
1427,0.67444944,william demant,ledje-smrum,,,,,1904,,,,,health care providers,health care,,,,,,,,,
,,zentropa,hvidovre,,,,,1992,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
1417,0.674452,aero vodochody,odolena voda,,,,,1919,,,,,aerospace,industrials,,,,,,,,,
,,ahold czech republic,prague,,,,,1991,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
,,asix sro,prague,,,,,1991,,,,,electronic equipment,industrials,,,,,,,,,
101,0.67448515,avast,prague,,,,,1988,,,,,software,technology,,,,,,,,,
,,barrandov studios,prague,,,,,1921,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
560,0.674475,budweiser bier burgerbrau,ceske budejovice,,,,,1795,,,,,brewers,consumer goods,,,,,,,,,
,,budweiser budvar brewery,ceske budejovice,,,,,1785,,,,,brewers,consumer goods,,,,,,,,,
,,ceska posta,prague,,,,,1918,,,,,delivery services,industrials,,,,,,,,,
,,ceska sporitelna,prague,,,,,1825,,,,,banks,financials,,,,,,,,,
,,ceska zbrojovka firearms,uhersky brod,,,,,1936,,,,,defense,industrials,,,,,,,,,
,,ceske drahy,prague,,,,,2003,,,,,railroads,industrials,,,,,,,,,
,,ceske radiokomunikace,prague,,,,,1963,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
,,ceskoslovenska obchodni banka,prague,,,,,1964,,,,,banks,financials,,,,,,,,,
,,cetin,prague,,,,,2015,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
1019,0.6744673,cinema city czech republic,prague,,,,,1999,,,,,recreational services,consumer services,,,,,,,,,
,,ckd,prague,,,,,1927,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
1056,0.6744667,cs link,prague,,,,,2006,,,,,mobile telecommunications,telecommunications,,,,,,,,,
699,0.6744727,czech airlines,prague,,,,,1923,,,,,airlines,consumer services,,,,,,,,,
711,0.6744725,czech national bank,prague,,,,,1919,,,,,banks,financials,,,,,,,,,
1342,0.6744586,dominant cz,studenec,,,,,1989,,,,,farming & fishing,consumer goods,,,,,,,,,
,,indies records,brno,,,,,1990,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,jablotron,jablonec nad nisou,,,,,1990,,,,,consumer electronics,consumer goods,,,,,,,,,
,,jan becher,karlovy vary,,,,,1807,,,,,distillers & vintners,consumer goods,,,,,,,,,
,,jihostroj,velesin,,,,,1919,,,,,aerospace,industrials,,,,,,,,,
1418,0.67445177,josef lidl,brno,,,,,1892,,,,,recreational products,consumer goods,,,,,,,,,
,,kaden models,novy hradek,,,,,1950,,,,,toys,consumer goods,,,,,,,,,
,,kenvelo,prague,,,,,1991,,,,,apparel retailers,consumer services,,,,,,,,,
,,kofola,ostrava,,,,,1960,,,,,soft drinks,consumer goods,,,,,,,,,
22,0.67448515,komercni banka,prague,,,,,1990,,,,,banks,financials,,,,,,,,,
420,0.6744784,leo express,prague,,,,,2010,,,,,railroads,industrials,,,,,,,,,
,,liaz,jablonec nad nisou,,,,,1951,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,mafra,prague,,,,,1992,,,,,publishing,consumer services,,,,,,,,,
,,meopta,prerov,,,,,1933,,,,,electronic equipment,industrials,,,,,,,,,
,,metrostav,prague,,,,,1971,,,,,heavy construction,industrials,,,,,,,,,
,,moser,karlovy vary,,,,,1857,,,,,furnishings,consumer goods,,,,,,,,,
1216,0.6744631,o2 czech republic,prague,,,,,2006,,,,,telecommunications,telecommunications,,,,,,,,,
,,okd,ostrava,,,,,1952,,,,,coal,basic materials,,,,,,,,,
,,petrof,hradec kralove,,,,,1864,,,,,recreational products,consumer goods,,,,,,,,,
,,pilsner urquell brewery,plzen,,,,,1842,,,,,brewers,consumer goods,,,,,,,,,
619,0.67447424,preciosa,jablonec nad nisou,,,,,1948,,,,,furnishings,consumer goods,,,,,,,,,
488,0.67447644,racom,nove mesto na morave,,,,,1989,,,,,consumer electronics,consumer goods,,,,,,,,,
1075,0.6744664,red hat czech,brno,,,,,2006,,,,,software,technology,,,,,,,,,
1337,0.6744591,royal brewery of krusovice,krusovice,,,,,1581,,,,,brewers,consumer goods,,,,,,,,,
,,rudolf kampf,nove sedlo,,,,,1907,,,,,furnishings,consumer goods,,,,,,,,,
928,0.674469,skoda transportation,plzen,,,,,1995,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
1212,0.6744632,skoda works,plzen,,,,,1859,,,,,diversified industrials,industrials,,,,,,,,,
,,skylink,prague,,,,,2007,,,,,mobile telecommunications,telecommunications,,,,,,,,,
,,student agency,brno,,,,,1996,,,,,travel & tourism,consumer services,,,,,,,,,
,,supraphon,prague,,,,,1932,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
1401,0.67445326,tatra,koprivnice,,,,,1850,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
1334,0.6744592,telekom austria czech republic,prague,,,,,1995,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
367,0.6744825,toyota peugeot citroen automobile czech,kolin,,,,,2002,,,,,automobiles,consumer goods,,,,,,,,,
1070,0.67446643,trinec iron and steel works,trinec,,,,,1836,,,,,iron & steel,basic materials,,,,,,,,,
663,0.67447335,unicredit bank czech republic and slovakia,prague,,,,,2006,,,,,banks,financials,,,,,,,,,
586,0.67447454,via chem group,ceske budejovice,,,,,2002,,,,,specialty chemicals,basic materials,,,,,,,,,
,,vodafone czech republic,prague,,,,,1982,,,,,mobile telecommunications,telecommunications,,,,,,,,,
1370,0.67445683,walter aircraft engines,prague,,,,,1911,,,,,industrial machinery,industrials,,,,,,,,,
,,zetor,brno,,,,,1946,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,zivnostenska banka,prague,,,,,1868,,,,,banks,financials,,,,,,,,,
1287,0.6744609,ac omonia,nicosia,,,,,1948,,,,,sports,consumer services,,,,,,,,,
,,aek larnaca fc,larnaca,,,,,1994,,,,,sports,consumer services,,,,,,,,,
,,ael fc,limassol,,,,,1930,,,,,sports,consumer services,,,,,,,,,
441,0.67447764,allbiz,nicosia,,,,,1999,,,,,business support services,industrials,,,,,,,,,
,,anorthosis fc,larnaca,,,,,1911,,,,,sports,consumer services,,,,,,,,,
,,apoel bc,nicosia,,,,,1947,,,,,sports,consumer services,,,,,,,,,
,,apoel fc,nicosia,,,,,1926,,,,,sports,consumer services,,,,,,,,,
,,apoel vc,nicosia,,,,,1928,,,,,sports,consumer services,,,,,,,,,
,,apollon limassol,limassol,,,,,1954,,,,,sports,consumer services,,,,,,,,,
1221,0.674463,armida publications,nicosia,,,,,1997,,,,,publishing,consumer services,,,,,,,,,
,,asbis,limassol,,,,,1990,,,,,computer hardware,technology,,,,,,,,,
1333,0.6744592,austrian lloyd ship management,limassol,,,,,1991,,,,,marine transportation,industrials,,,,,,,,,
526,0.6744756,bank of cyprus,nicosia,,,,,1899,,,,,banks,financials,,,,,,,,,
,,celestyal cruises,limassol,,,,,1986,,,,,travel & tourism,consumer services,,,,,,,,,
743,0.674472,central bank of cyprus,nicosia,,,,,1963,,,,,banks,financials,,,,,,,,,
907,0.67446923,charlie airlines,larnaca,,,,,2016,,,,,travel & leisure,consumer services,,,,,,,,,
968,0.6744682,cyprus broadcasting corporation,nicosia,,,,,1953,,,,,broadcasting,consumer services,,,,,,,,,
1226,0.6744628,cyprus civil aviation authority,nicosia,,,,,1955,,,,,air traffic management,consumer services,,,,,,,,,
,,cyprus college,nicosia,,,,,1961,,,,,education,consumer services,,,,,,,,,
1393,0.6744542,cyprus college of art,paphos,,,,,1969,,,,,education,consumer services,,,,,,,,,
728,0.6744721,cyprus development bank,nicosia,,,,,1963,,,,,banks,financials,,,,,,,,,
1413,0.67445254,cyprus institute of marketing,nicosia,,,,,1978,,,,,education,consumer services,,,,,,,,,
,,cyprus int instit for environ & public health,limassol,,,,,2004,,,,,research,technology,,,,,,,,,
1414,0.6744525,cyprus internet exchange,nicosia,,,,,1999,,,,,fixed line telecom,telecommunications,,,,,,,,,
916,0.6744691,cyprus mail,nicosia,,,,,1945,,,,,publishing,consumer services,,,,,,,,,
911,0.6744692,cyprus mines corporation,nicosia,,,,,1916,,,,,general mining,basic materials,,,,,,,,,
605,0.6744743,cyprus neuroscience and technology institute,nicosia,,,,,1991,,,,,research,technology,,,,,,,,,
,,cyprus news agency,nicosia,,,,,1976,,,,,media,consumer services,,,,,,,,,
1345,0.6744584,cyprus ports authority,nicosia,,,,,1973,,,,,ship traffic management,consumer services,,,,,,,,,
1137,0.67446494,cyprus postal services,nicosia,,,,,-,,,,,delivery services,industrials,,,,,,,,,
,,cyprus state fairs authority,nicosia,,,,,1968,,,,,general retailers,consumer services,,,,,,,,,
1425,0.6744503,cyprus stock exchange,nicosia,,,,,1996,,,,,investment services,financials,,,,,,,,,
1069,0.67446643,cyprus university of technology,limassol,,,,,2004,,,,,education,consumer services,,,,,,,,,
,,cyprus weekly,nicosia,,,,,1979,,,,,publishing,consumer services,,,,,,,,,
1271,0.6744613,cyta,nicosia,,,,,1961,,,,,fixed line telecom,telecommunications,,,,,,,,,
,,doxa katokopias fc,peristerona,,,,,1954,,,,,sports,consumer services,,,,,,,,,
1194,0.6744637,electricity authority of cyprus,nicosia,,,,,1952,,,,,conventional electricity,utilities,,,,,,,,,
1042,0.6744669,elias neocleous & co llc,limassol,,,,,2017,,,,,legal,consumer services,,,,,,,,,
,,euroafrica interconnector,nicosia,,,,,2017,,,,,electricity,utilities,,,,,,,,,
1219,0.674463,euroasia interconnector,nicosia,,,,,2010,,,,,electricity,utilities,,,,,,,,,
,,european university cyprus,nicosia,,,,,1961,,,,,education,consumer services,,,,,,,,,
836,0.67447054,financial mirror,nicosia,,,,,1993,,,,,publishing,consumer services,,,,,,,,,
,,frederick university,limassol,,,,,1965,,,,,education,consumer services,,,,,,,,,
,,joannou & paraskevaides,guernsey,,,,,1961,,,,,heavy construction,industrials,,,,,,,,,
622,0.67447424,health insurance organisation,nicosia,,,,,-,,,,,full line insurance,financials,,,,,,,,,
1095,0.67446584,hellenic bank,nicosia,,,,,1976,,,,,banks,financials,,,,,,,,,
867,0.6744699,imperio properties,limassol,,,,,2003,,,,,real estate development,financials,,,,,,,,,
,,ironfx,limassol,,,,,2010,,,,,investment services,financials,,,,,,,,,
,,keo,limassol,,,,,1927,,,,,soft drinks,consumer goods,,,,,,,,,
511,0.6744761,larnaca international airport,larnaca,,,,,1975,,,,,travel & leisure,consumer services,,,,,,,,,
800,0.6744711,leon beer,nicosia,,,,,1937,,,,,brewers,consumer goods,,,,,,,,,
1283,0.67446107,leptos estates,paphos,,,,,1960,,,,,real estate development,financials,,,,,,,,,
1250,0.67446196,lois builders,nicosia,,,,,1977,,,,,heavy construction,industrials,,,,,,,,,
1381,0.6744556,medochemie,limassol,,,,,1976,,,,,pharmaceuticals,health care,,,,,,,,,
901,0.67446935,metro foods trading,nicosia,,,,,1982,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
1293,0.67446065,moufflon publications,nicosia,,,,,1967,,,,,publishing,consumer services,,,,,,,,,
,,neapolis university paphos,paphos,,,,,2007,,,,,education,consumer services,,,,,,,,,
751,0.6744719,nova cyprus,nicosia,,,,,2004,,,,,media,consumer services,,,,,,,,,
858,0.67447007,omega tv cyprus,nicosia,,,,,1992,,,,,media,consumer services,,,,,,,,,
1434,0.6744474,open university of cyprus,nicosia,,,,,2002,,,,,education,consumer services,,,,,,,,,
,,pafos fc,pafos,,,,,2014,,,,,sports,consumer services,,,,,,,,,
1129,0.6744651,paphos general hospital,paphos,,,,,1992,,,,,health,consumer services,,,,,,,,,
457,0.6744771,paphos international airport,paphos,,,,,2008,,,,,travel & leisure,consumer services,,,,,,,,,
686,0.674473,petrolina,larnaca,,,,,1959,,,,,exploration & production,oil & gas,,,,,,,,,
714,0.67447233,pevex management,nicosia,,,,,2008,,,,,investment services,financials,,,,,,,,,
1298,0.6744605,port of limassol,limassol,,,,,1956,,,,,industrial transportation,industrials,,,,,,,,,
1181,0.674464,primetel plc,nicosia,,,,,2003,,,,,fixed line telecom,telecommunications,,,,,,,,,
945,0.6744687,rcb bank,limassol,,,,,1995,,,,,banks,financials,,,,,,,,,
996,0.6744676,rusal,nicosia,,,,,2007,,,,,industrial metals & mining,basic materials,,,,,,,,,
,,sat-7,nicosia,,,,,1995,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
948,0.6744686,telepassport telecommunications,nicosia,,,,,2002,,,,,fixed line telecom,telecommunications,,,,,,,,,
865,0.67446995,the american heart institute,strovolos,,,,,1999,,,,,health,consumer services,,,,,,,,,
1173,0.6744641,the cyprus institute,nicosia,,,,,2005,,,,,research,technology,,,,,,,,,
600,0.67447436,the muscular dystropy research foundation,nicosia,,,,,1987,,,,,research,technology,,,,,,,,,
769,0.6744717,the cyprus institute of neurology and genetics,nicosia,,,,,1990,,,,,research,technology,,,,,,,,,
,,tsokkos,ayia napa,,,,,1979,,,,,hospitality,consumer services,,,,,,,,,
785,0.6744713,tus airways,larnaca,,,,,2015,,,,,travel & leisure,consumer services,,,,,,,,,
439,0.67447764,universal life,nicosia,,,,,1970,,,,,life insurance,financials,,,,,,,,,
1399,0.6744533,university of cyprus,nicosia,,,,,1989,,,,,education,consumer services,,,,,,,,,
1366,0.6744572,university of nicosia,nicosia,,,,,1980,,,,,education,consumer services,,,,,,,,,
,,wargaming,nicosia,,,,,1998,,,,,software,technology,,,,,,,,,
272,0.6744835,woolworths,nicosia,,,,,1950,,,,,broadline retailers,consumer services,,,,,,,,,
,,xhamster,nicosia,,,,,2007,,,,,software,technology,,,,,,,,,
,,3 maj,rijeka,,,,,1892,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,3lhd,zagreb,,,,,1994,,,,,business support services,industrials,,,,,,,,,
,,a1 hrvatska,zagreb,,,,,1999,,,,,mobile telecommunications,telecommunications,,,,,,,,,
1429,0.67444897,lng hrvatska,omisalj,,,,,2013,,,,,exploration & production,oil & gas,,,,,,,,,
1020,0.67446727,adriatic croatia international club,opatija,,,,,1983,,,,,travel & tourism,consumer services,,,,,,,,,
,,adris grupa,rovinj,,,,,2003,,,,,tobacco,consumer goods,,,,,,,,,
,,agrokor,zagreb,,,,,1976,,,,,food products,consumer goods,,,,,,,,,
,,aquarius records,zagreb,,,,,1995,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
696,0.67447275,atlantic grupa,zagreb,,,,,1991,,,,,food products,consumer goods,,,,,,,,,
,,atlantska plovidba,dubrovnik,,,,,1955,,,,,marine transportation,industrials,,,,,,,,,
,,badel 1862,zagreb,,,,,1862,,,,,distillers & vintners,consumer goods,,,,,,,,,
,,biognost,zagreb,,,,,1990,,,,,pharmaceuticals,health care,,,,,,,,,
708,0.67447263,blue line international,split,,,,,2003,,,,,marine transportation,industrials,,,,,,,,,
,,bonbon,zagreb,,,,,2010,,,,,mobile telecommunications,telecommunications,,,,,,,,,
,,brodosplit,split,,,,,1922,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,cakovecki mlinovi,cakovec,,,,,1893,,,,,food products,consumer goods,,,,,,,,,
529,0.6744756,carlsberg croatia,koprivnica,,,,,2004,,,,,brewers,consumer goods,,,,,,,,,
,,cedevita,zagreb,,,,,1929,,,,,soft drinks,consumer goods,,,,,,,,,
695,0.6744728,croatia airlines,zagreb,,,,,1989,,,,,airlines,consumer services,,,,,,,,,
,,croatia film,zagreb,,,,,1946,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,croatia osiguranje,zagreb,,,,,1884,,,,,full line insurance,financials,,,,,,,,,
,,croatia records,zagreb,,,,,1947,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
551,0.6744754,croatian national bank,zagreb,,,,,1990,,,,,banks,financials,,,,,,,,,
954,0.6744685,croatian radiotelevision,zagreb,,,,,1926,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,croatian railways,zagreb,,,,,1991,,,,,railroads,industrials,,,,,,,,,
1280,0.6744611,croteam,zagreb,,,,,1993,,,,,software,technology,,,,,,,,,
,,crotram,zagreb,,,,,1994,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,dalekovod,zagreb,,,,,1949,,,,,electrical components & equipment,industrials,,,,,,,,,
,,dallas records,zagreb,,,,,1994,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
1394,0.6744541,digitron,buje,,,,,1971,,,,,electronic equipment,industrials,,,,,,,,,
,,dok-ing,zagreb,,,,,1992,,,,,diversified industrials,industrials,,,,,,,,,
,,uro akovic,slavonski brod,,,,,1991,,,,,diversified industrials,industrials,,,,,,,,,
949,0.6744685,ericsson nikola tesla,zagreb,,,,,1949,,,,,mobile telecommunications,telecommunications,,,,,,,,,
1023,0.6744672,european coastal airlines,split,,,,,2000,,,,,airlines,consumer services,,,,,,,,,
969,0.67446816,fortenova group,zagreb,,,,,2019,,,,,food products,consumer goods,,,,,,,,,
,,franck,zagreb,,,,,1892,,,,,soft drinks,consumer goods,,,,,,,,,
,,geofoto,zagreb,,,,,1993,,,,,software,technology,,,,,,,,,
1005,0.6744675,hanza media,zagreb,,,,,1990,,,,,publishing,consumer services,,,,,,,,,
,,hit records,zagreb,,,,,2003,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,honigsberg & deutsch,zagreb,,,,,1889,,,,,business support services,industrials,,,,,,,,,
,,hrvatska elektroprivreda,zagreb,,,,,1895,,,,,conventional electricity,utilities,,,,,,,,,
,,hrvatska posta,zagreb,,,,,1999,,,,,delivery services,industrials,,,,,,,,,
1175,0.6744641,hrvatska postanska banka,zagreb,,,,,1991,,,,,banks,financials,,,,,,,,,
,,hrvatske autoceste,zagreb,,,,,2001,,,,,transportation services,industrials,,,,,,,,,
,,hrvatski telekom,zagreb,,,,,1998,,,,,fixed line telecommunications,telecommunications,,,,,,,,,
,,hs produkt,ozalj,,,,,1991,,,,,defense,industrials,,,,,,,,,
,,in2,zagreb,,,,,1992,,,,,software,technology,,,,,,,,,
525,0.67447567,ina,zagreb,,,,,1964,,,,,exploration & production,oil & gas,,,,,,,,,
,,infobip,vodnjan,,,,,2006,,,,,software,technology,,,,,,,,,
,,ingra,zagreb,,,,,1955,,,,,heavy construction,industrials,,,,,,,,,
,,institut igh,zagreb,,,,,1949,,,,,heavy construction,industrials,,,,,,,,,
1126,0.6744651,iskon internet,zagreb,,,,,1997,,,,,internet,technology,,,,,,,,,
,,jadran film,zagreb,,,,,1946,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,jadranski naftovod,zagreb,,,,,1974,,,,,pipelines,oil & gas,,,,,,,,,
,,jadrolinija,rijeka,,,,,1947,,,,,marine transportation,industrials,,,,,,,,,
,,jamnica,zagreb,,,,,1828,,,,,soft drinks,consumer goods,,,,,,,,,
,,jugoton,zagreb,,,,,1947,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,karlovacka pivovara,karlovac,,,,,1854,,,,,brewers,consumer goods,,,,,,,,,
,,kandit,osijek,,,,,1920,,,,,food products,consumer goods,,,,,,,,,
,,koestlin,bjelovar,,,,,1905,,,,,food products,consumer goods,,,,,,,,,
791,0.67447126,koncar group,zagreb,,,,,1921,,,,,electronic equipment,industrials,,,,,,,,,
,,konstruktor-split,split,,,,,1945,,,,,heavy construction,industrials,,,,,,,,,
,,konzum,zagreb,,,,,1957,,,,,food retailers & wholesalers,consumer services,,,,,,,,,
,,kraljevica shipyard,kraljevica,,,,,1729,,,,,commercial vehicles & trucks,industrials,,,,,,,,,
,,kras,zagreb,,,,,1950,,,,,food products,consumer goods,,,,,,,,,
,,ledo,zagreb,,,,,1958,,,,,food products,consumer goods,,,,,,,,,
,,luka ploce,ploce,,,,,1952,,,,,transportation services,industrials,,,,,,,,,
,,matica hrvatska,zagreb,,,,,1842,,,,,publishing,consumer services,,,,,,,,,
,,menart records,zagreb,,,,,1994,,,,,broadcasting & entertainment,consumer services,,,,,,,,,
,,narodni trgovacki lanac,zagreb,,,,,2008,,,,,broadline retailers,consumer services,,,,,,,,,
