name,codice,pricecap,price,country
jazz pharmaceuticals,jazz,9850000000,156,ireland
kikkoman,2801.t,9830000000,51,japan
israel chemicals,icl,9810000000,7,israel
chr hansen,51c.f,9780000000,72,denmark
ares capital,arcc,9770000000,18,usa
reinsurance group of america,rga,9750000000,145,usa
east west bancorp,ewbc,9750000000,69,usa
tingyi master kang,0322.hk,9750000000,1,china
gjensidige forsikring,xgj.f,9740000000,19,norway
autonation,an,9730000000,110,usa
red electrica,red.mc,9690000000,17,spain
anglogold ashanti,au,9690000000,23,south africa
umicore,umi.vi,9670000000,38,belgium
hong kong telecom,6823.hk,9660000000,1,hong kong
alcoa,aa,9660000000,54,usa
varun beverages,vbl.ns,9650000000,14,india
china oilfield services,2883.hk,9650000000,1,china
sage group,sge.l,9640000000,9,uk
willscot,wsc,9640000000,46,usa
esr,1821.hk,9640000000,2,hong kong
zendesk,zen,9620000000,77,usa
amec,688012.ss,9620000000,15,china
remy cointreau,rco.pa,9620000000,191,france
cochlear,coh.ax,9620000000,146,australia
plug power,plug,9610000000,16,usa
legend biotech,legn,9600000000,57,usa
westrock,wrk,9560000000,37,usa
vipshop,vips,9560000000,15,china
svenska cellulosa aktiebolaget sca,sca-b.st,9530000000,13,sweden
kesko,keskoa.he,9530000000,23,finland
ipsen,ipn.pa,9520000000,112,france
hella,hle.f,9510000000,85,germany
ampol,ald.ax,9490000000,19,australia
a o smith,aos,9490000000,62,usa
al dar properties,aldar.ae,9480000000,1,uae
keppel,bn4.si,9470000000,5,singapore
quanta computer,2382.tw,9430000000,2,taiwan
cubesmart,cube,9430000000,41,usa
lenovo,0992.hk,9420000000,0,hong kong
central pattana,cpn.bk,9410000000,2,thailand
president chain store pscs,2912.tw,9370000000,9,taiwan
yuanta financial holding,2885.tw,9370000000,0,taiwan
tfi international,tfii,9370000000,107,canada
black knight,bki,9360000000,60,usa
jbs,jbss3.sa,9350000000,4,brazil
performance food group,pfgc,9350000000,60,usa
xp inc,xp,9320000000,16,brazil
bharat petroleum,bpcl.ns,9310000000,4,india
international consolidated airlines,babwf,9310000000,1,spain
james hardie industries,jhx,9300000000,20,ireland
bj's wholesale club,bj,9280000000,69,usa
nec corp,6701.t,9250000000,34,japan
schroders,sdr.l,9250000000,5,uk
asx,asx.ax,9240000000,47,australia
cognex,cgnx,9190000000,53,usa
abu dhabi islamic bank adib,adib.ae,9190000000,2,uae
bharat electronics,bel.ns,9180000000,1,india
origin energy,org.ax,9180000000,5,australia
metso outotec mo group,mocorp.he,9180000000,11,finland
toray industries,3402.t,9160000000,5,japan
lincoln electric,leco,9150000000,158,usa
jefferies financial group,jef,9150000000,40,usa
nov,nov,9140000000,23,usa
bangkok bank,bbl.bk,9140000000,4,thailand
fertiglobe,fertiglb.ae,9130000000,1,uae
genting singapore,g13.si,9120000000,0,singapore
sofina,sof.vi,9120000000,251,belgium
vat group,vacn.sw,9110000000,304,switzerland
hasbro,has,9110000000,66,usa
ford otosan,froto.is,9110000000,25,turkey
sig combibloc,sign.sw,9100000000,23,switzerland
adani wilmar,awl.ns,9090000000,6,india
havells india,havells.ns,9080000000,14,india
regal rexnord,rrx,9080000000,137,usa
store capital,stor,9070000000,32,usa
yaskawa,6506.t,9040000000,34,japan
imcd,imcd.as,9030000000,158,netherlands
largan precision,3008.tw,9030000000,67,taiwan
spring airlines,601021.ss,9030000000,9,china
penumbra,pen,9030000000,237,usa
elisa,elisa.he,9020000000,56,finland
mowi,mnhvf,9010000000,16,norway
sbi card,sbicard.ns,9010000000,9,india
floor & decor,fnd,8990000000,84,usa
mondi,mndi.l,8980000000,18,uk
comerica,cma,8970000000,68,usa
lennox,lii,8960000000,253,usa
yandex,yndx.me,8950000000,24,netherlands
recordati,rec.mi,8950000000,43,italy
advance auto parts,aap,8940000000,151,usa
fisher & paykel healthcare,fph.nz,8940000000,15,new zealand
mizrahi-tefahot,mztf.ta,8940000000,34,israel
adt,adt,8940000000,9,usa
federal realty investment trust,frt,8930000000,109,usa
taiwan mobile,3045.tw,8930000000,3,taiwan
antero resources,ar,8920000000,29,usa
vistra,vst,8900000000,22,usa
sg holdings,9143.t,8900000000,14,japan
lg household & health care,051905.ks,8900000000,246,s. korea
huntington ingalls industries,hii,8900000000,223,usa
advantech,2395.tw,8900000000,11,taiwan
reddy's,rdy,8900000000,53,india
mitsui osk lines,9104.t,8860000000,24,japan
knight-swift,knx,8860000000,55,usa
logitech,logi,8840000000,54,switzerland
f5 networks,ffiv,8840000000,146,usa
coca-cola hbc,cch.l,8840000000,23,switzerland
sagax,saga-b.st,8840000000,26,sweden
china zheshang bank,2016.hk,8840000000,0,china
catalent,ctlt,8830000000,49,usa
new hope liuhe,000876.sz,8810000000,1,china
invesco,ivz,8810000000,19,usa
cullen/frost bankers,cfr,8810000000,137,usa
opentext,otex,8810000000,32,canada
samsung electro-mechanics,009155.ks,8810000000,56,s. korea
sumitomo denki kogyo,5802.t,8800000000,11,japan
mediobanca,mb.mi,8800000000,10,italy
getlink,get.pa,8800000000,16,france
commerce bancshares,cbsh,8770000000,70,usa
ascendas reit,a17u.si,8770000000,2,singapore
isuzu,7202.t,8770000000,11,japan
dcp midstream,dcp,8740000000,41,usa
genpact,g,8740000000,47,bermuda
life storage,lsi,8730000000,101,usa
japan airlines,9201.t,8720000000,19,japan
gecina,gfc.pa,8720000000,118,france
abu dhabi ports,adports.ae,8710000000,1,uae
grupo aeroportuario del pacifico,pac,8710000000,172,mexico
sk group,034730.ks,8710000000,157,s. korea
sibanye-stillwater,sbsw,8710000000,12,south africa
fresnillo,fnlpf,8670000000,11,mexico
renaissancere,rnr,8660000000,198,bermuda
owens corning,oc,8650000000,91,usa
nitto denko,6988.t,8650000000,58,japan
euronext,enx.pa,8640000000,80,netherlands
kt&g korea tobacco,033780.ks,8640000000,74,s. korea
covestro,1cov.f,8620000000,44,germany
taiwan cement,1101.tw,8620000000,1,taiwan
united utilities,uu.l,8600000000,12,uk
t&d holdings,8795.t,8600000000,15,japan
meridian energy,mez.ax,8590000000,3,new zealand
kazatomprom,0zq.f,8580000000,30,kazakhstan
becle,cuervo.mx,8580000000,2,mexico
unibail-rodamco-westfield,urw.as,8580000000,61,france
xpeng,xpev,8550000000,9,china
intertek,itrk.l,8550000000,53,uk
williams-sonoma,wsm,8550000000,128,usa
tata consumer products,tataconsum.ns,8550000000,9,india
ugi corporation,ugi,8529999999,40,usa
lifco,lifco-b.st,8529999999,18,sweden
pinnacle west capital,pnw,8520000000,75,usa
traton,8tra.de,8520000000,17,germany
banco santander mexico,bsmx,8510000000,6,mexico
doosan enerbility,034020.ks,8510000000,13,s. korea
national retail properties,nnn,8500000000,47,usa
hang lung properties,0101.hk,8490000000,1,hong kong
penske automotive,pag,8460000000,118,usa
hmm,011200.ks,8449999999,17,s. korea
icici prulife,icicipruli.ns,8449999999,5,india
signify health,sgfy,8439999999,28,usa
royal gold,rgld,8439999999,128,usa
korea zinc,010130.ks,8430000000,451,s. korea
plains all american pipeline,paa,8420000000,12,usa
robert half,rhi,8400000000,77,usa
jones lang lasalle,jll,8400000000,177,usa
americold,cold,8400000000,31,usa
whirlpool,whr,8400000000,154,usa
telefonica deutschland o2,o2d.de,8400000000,2,germany
kepco,9503.t,8400000000,9,japan
celsius holdings,celh,8390000000,110,usa
choice properties reit,chp-un.to,8390000000,11,canada
churchill downs,chdn,8390000000,224,usa
azrieli group,azrg.ta,8390000000,69,israel
us foods,usfd,8380000000,37,usa
qnb finansbank,qnbfb.is,8380000000,2,turkey
casey's general stores,casy,8369999999,224,usa
want want china,0151.hk,8359999999,0,hong kong
sei investments,seic,8359999999,62,usa
dropbox,dbx,8359999999,23,usa
otp bank,otp.f,8359999999,29,hungary
wharf holdings,0004.hk,8350000000,2,hong kong
webster financial,wbs,8350000000,48,usa
oracle corp japan,4716.t,8340000000,65,japan
dentsu,4324.t,8330000000,31,japan
tokyo gas,9531.t,8320000000,19,japan
shimadzu,7701.t,8320000000,28,japan
st james's place,stj.l,8320000000,15,uk
pentair,pnr,8310000000,50,uk
qantas airways,qan.ax,8300000000,4,australia
jardine cycle & carriage,c07.si,8289999999,21,singapore
indutrade,indt.st,8289999999,22,sweden
insurance australia group,iag.ax,8270000000,3,australia
china gas,0384.hk,8270000000,1,china
switch,swch,8270000000,34,usa
capri holdings,cpri,8270000000,64,uk
admiral group,adm.l,8260000000,26,uk
masimo,masi,8230000000,156,usa
unum,unm,8230000000,41,usa
dino polska,dnp.wa,8220000000,83,poland
francaise des jeux,fdj.vi,8210000000,43,france
grupo acs,acs.mc,8170000000,31,spain
agilon health,agl,8160000000,19,usa
pearson,pso,8150000000,11,uk
organon,ogn,8150000000,32,usa
lear corporation,lea,8140000000,137,usa
tata power,tatapower.ns,8130000000,2,india
middleby,midd,8130000000,151,usa
grupo aeroportuario del sureste,asr,8119999999,270,mexico
st engineering,sjx.f,8109999999,2,singapore
new fortress energy,nfe,8100000000,38,usa
sk telecom,skm,8100000000,20,s. korea
coty,coty,8080000000,9,usa
ally,ally,8080000000,27,usa
banque cantonale vaudoise,bcvn.sw,8070000000,94,switzerland
wh group,0288.hk,8029999999,0,hong kong
ooredoo,ords.ae,8020000000,2,uae
sinopharm,1099.hk,8010000000,2,china
indofood cbp,icbp.jk,8010000000,0,indonesia
pure storage,pstg,8000000000,26,usa
oge energy,oge,7990000000,39,usa
punjab national bank,pnb.ns,7980000000,0,india
ccl industries,ccl-b.to,7970000000,45,canada
bajaj holdings & investment,bajajhldng.ns,7960000000,71,india
megacable holdings,megacpo.mx,7960000000,3,mexico
accor,ac.pa,7950000000,30,france
srf limited,srf.ns,7940000000,26,india
s-oil,010950.ks,7930000000,69,s. korea
marico,marico.ns,7920000000,6,india
fortune brands home & security,fbhs,7920000000,61,usa
avis budget group,car,7910000000,190,usa
hamamatsu,6965.t,7890000000,51,japan
skf svenska kullagerfabriken,skf-b.st,7890000000,17,sweden
sealed air,see,7880000000,54,usa
ocado,ocdo.l,7870000000,9,uk
nissin foods,2897.t,7870000000,77,japan
tetra tech,ttek,7870000000,148,usa
healthcare realty,hr,7850000000,20,usa
shoprite,shp.jo,7850000000,14,south africa
dentsply sirona,xray,7850000000,36,usa
pershing square holdings,pshzf,7850000000,36,usa
turkiye petrol rafinerileri,tuprs.is,7850000000,28,turkey
xero,xro.ax,7850000000,51,new zealand
auckland airport,aia.ax,7840000000,5,new zealand
gail,gail.ns,7840000000,1,india
ralph lauren,rl,7830000000,118,usa
acadia healthcare,achc,7820000000,86,usa
ncsoft,036570.ks,7820000000,385,s. korea
petgas petronas gas,6033.kl,7780000000,3,malaysia
robinhood,hood,7780000000,9,usa
grifols,grfs,7780000000,9,spain
gea group,g1a.f,7780000000,43,germany
crocs,crox,7760000000,125,usa
raiadrogasil,radl3.sa,7750000000,4,brazil
yamaha motor,7272.t,7740000000,22,japan
diasorin,dia.mi,7740000000,141,italy
olin,oln,7740000000,56,usa
iridium communications,irdm,7740000000,61,usa
edison,ednr.mi,7740000000,1,italy
arc resources,arx.to,7730000000,12,canada
ypf yacimientos petroliferos fiscales,ypf,7730000000,11,argentina
americana restaurants international,amr.ae,7720000000,0,uae
wex,wex,7690000000,176,usa
sinopac financial holdings,2890.tw,7690000000,0,taiwan
rakuten,4755.t,7690000000,4,japan
dish network,dish,7680000000,14,usa
zions bancorporation,zion,7680000000,51,usa
medical properties trust,mpw,7670000000,12,usa
mastec,mtz,7670000000,98,usa
rational ag,raa.f,7660000000,674,germany
allegroeu,ale.wa,7650000000,7,poland
orion corporation,ornav.he,7650000000,54,finland
phoenix group,phnx.l,7650000000,7,uk
agc,5201.t,7650000000,34,japan
manhattan associates,manh,7630000000,122,usa
uipath,path,7630000000,13,usa
elbit systems,eslt,7620000000,172,israel
canadian utilities,cu.to,7620000000,28,canada
japan exchange group,8697.t,7610000000,14,japan
kingdom holding,4280.sr,7610000000,2,s. arabia
melrose industries,mro.l,7610000000,1,uk
kakao pay,377300.ks,7610000000,57,s. korea
amkor technology,amkr,7600000000,31,usa
apollo hospitals,apollohosp.ns,7600000000,52,india
arabian internet and communications services,7202.sr,7590000000,63,s. arabia
woori financial group,wf,7580000000,31,s. korea
ciena,cien,7580000000,51,usa
banco santander-chile,bsac,7560000000,16,chile
hess midstream,hesm,7550000000,31,usa
icici lombard,icicigi.ns,7550000000,15,india
chubu electric power,9502.t,7550000000,9,japan
mohawk industries,mhk,7530000000,118,usa
genscript biotech,1548.hk,7520000000,3,china
arkema,ake.pa,7520000000,100,france
fosun,0656.hk,7510000000,0,china
donaldson,dci,7500000000,61,usa
concentrix,cnxc,7490000000,145,usa
misc berhad,3816.kl,7490000000,1,malaysia
berry global,bery,7490000000,61,usa
shanghai commercial and savings bank,5876.tw,7490000000,1,taiwan
planet fitness,plnt,7490000000,83,usa
abb india,abb.ns,7490000000,35,india
indian overseas bank,iob.ns,7490000000,0,india
symbotic,sym,7470000000,13,usa
whitbread,wtb.l,7460000000,36,uk
tokyu,9005.t,7460000000,12,japan
rtl group,rrtl.f,7450000000,48,luxembourg
signature bank,sbny,7440000000,118,usa
aptargroup,atr,7440000000,113,usa
globus medical,gmed,7420000000,74,usa
old republic international,ori,7420000000,24,usa
monotaro,3064.t,7420000000,14,japan
inspire medical systems,insp,7420000000,256,usa
rohm,6963.t,7420000000,75,japan
jindal steel & power,jindalstel.ns,7400000000,7,india
mitsubishi chemical holdings,4188.t,7400000000,5,japan
chemed,che,7390000000,497,usa
new world development company,0017.hk,7390000000,2,hong kong
nippon building fund,8951.t,7380000000,4,japan
orkla,orklf,7380000000,7,norway
bkw ag,bkw.sw,7380000000,139,switzerland
erdemir,eregl.is,7360000000,2,turkey
united spirits,unitdspr.bo,7360000000,10,india
advanced drainage systems,wms,7350000000,88,usa
idbi bank,idbi.ns,7350000000,0,india
alfamart,amrt.jk,7350000000,0,indonesia
singapore exchange,s68.si,7340000000,6,singapore
nrg energy,nrg,7340000000,31,usa
zoomlion,1157.hk,7340000000,0,china
baloise,baln.sw,7330000000,162,switzerland
futu holdings,futu,7330000000,52,hong kong
pandora,3p7.f,7330000000,82,denmark
nestle malaysia,4707.kl,7330000000,31,malaysia
unipolsai,us.mi,7320000000,2,italy
sabesp,sbs,7310000000,10,brazil
merdeka copper gold,mdka.jk,7300000000,0,indonesia
cemex,cx,7290000000,4,mexico
oak street health,osh,7290000000,30,usa
shockwave medical,swav,7290000000,201,usa
aisin seiki,7259.t,7290000000,27,japan
itt,itt,7290000000,88,usa
etihad etisalat mobily,7020.sr,7280000000,9,s. arabia
emcor,eme,7270000000,152,usa
goto,goto.jk,7270000000,0,indonesia
hanwha solutions,009830.ks,7260000000,37,s. korea
cpfl energia,cpfe3.sa,7240000000,6,brazil
new oriental,edu,7240000000,42,china
igm financial,igm.to,7240000000,30,canada
santander polska,bzi.f,7230000000,68,poland
china development financial,2883.tw,7230000000,0,taiwan
skechers,skx,7220000000,46,usa
dolby,dlb,7210000000,75,usa
canara bank,canbk.ns,7210000000,3,india
valmont industries,vmi,7210000000,338,usa
oci,oci.as,7200000000,34,netherlands
generac power systems,gnrc,7200000000,113,usa
indorama ventures,i93a.f,7190000000,1,thailand
kt corporation,kt,7180000000,14,s. korea
skanska,ska-b.st,7180000000,17,sweden
washington h soul pattinson and company whsp,sol.ax,7180000000,19,australia
mattel,mat,7180000000,20,usa
far eastone,4904.tw,7160000000,2,taiwan
daito trust construction,1878.t,7160000000,105,japan
roivant sciences,roiv,7150000000,9,uk
wacker chemie,wch.f,7150000000,144,germany
restoration hardware,rh,7150000000,310,usa
idemitsu kosan,5019.t,7150000000,24,japan
bid corp,bid.jo,7150000000,21,south africa
treasury wine estates,twe.ax,7140000000,9,australia
amorepacific,090430.ks,7140000000,115,s. korea
bancolombia,cib,7130000000,29,colombia
yes bank,yesbank.ns,7130000000,0,india
reece group,reh.ax,7120000000,11,australia
dws group,dws.f,7120000000,35,germany
korean air lines,003495.ks,7120000000,25,s. korea
davita,dva,7120000000,79,usa
procore,pcor,7110000000,51,usa
medpace,medp,7100000000,228,usa
meiji holdings,2269.t,7100000000,50,japan
elm company,7203.sr,7090000000,88,s. arabia
globalwafers,6488.two,7090000000,16,taiwan
q holding,qholding.ae,7090000000,1,uae
matador resources,mtdr,7080000000,60,usa
canadian tire,ctc.to,7070000000,216,canada
roku,roku,7070000000,50,usa
kghm polska miedz,kgha.f,7070000000,34,poland
jfe holdings,5411.t,7070000000,12,japan
sainsbury's,sbry.l,7060000000,2,uk
zozo,3092.t,7050000000,23,japan
sanlam,slm.jo,7040000000,3,south africa
cathay pacific,0293.hk,7040000000,1,hong kong
yang ming,2609.tw,7040000000,2,taiwan
klepierre,li.pa,7040000000,24,france
aselsan,asels.is,7040000000,3,turkey
western alliance bancorporation,wal,7030000000,64,usa
globant,glob,7020000000,168,luxembourg
kbr,kbr,7020000000,51,usa
ternium,tx,7010000000,35,luxembourg
eastgroup properties,egp,7010000000,160,usa
saudi international petrochemical company sipchem,2310.sr,7010000000,9,s. arabia
arrow electronics,arw,7000000000,113,usa
atlas arteria,alx.ax,6990000000,4,australia
hankyu hanshin holdings,9042.t,6990000000,29,japan
cholamandalam investment and finance,cholafin.ns,6990000000,8,india
mindtree,mindtree.ns,6980000000,42,india
swiss prime site,spsn.sw,6980000000,91,switzerland
union bank of india,unionbank.ns,6970000000,1,india
autoliv,alv,6970000000,80,sweden
northland power,npi.to,6970000000,28,canada
wesco international,wcc,6960000000,137,usa
kongsberg gruppen,kog.ol,6950000000,39,norway
nexstar media group,nxst,6940000000,184,usa
caci,caci,6930000000,293,usa
novatek microelectronics,3034.tw,6930000000,11,taiwan
mapletree commercial trust,n2iu.si,6920000000,1,singapore
sensata technologies,st,6920000000,45,usa
centrica,cna.l,6910000000,1,uk
copenhagen airport,klh.f,6910000000,864,denmark
demant,wdh1.f,6900000000,28,denmark
first industrial realty trust,fr,6900000000,51,usa
empire company,emp-a.to,6900000000,26,canada
nemetschek,nem.f,6890000000,59,germany
karuna therapeutics,krtx,6890000000,200,usa
graphic packaging,gpk,6880000000,22,usa
bok financial,bokf,6880000000,102,usa
bachem,banb.sw,6870000000,93,switzerland
clarivate,clvt,6870000000,10,uk
makita,6586.t,6870000000,25,japan
banca mediolanum,bmed.mi,6860000000,9,italy
frontier communications,fybr,6850000000,27,usa
prosperity bancshares,pb,6840000000,75,usa
asr nederland,asrnl.as,6840000000,45,netherlands
amplifon,amp.mi,6830000000,29,italy
ote group,ote.f,6830000000,15,greece
wan hai lines,2615.tw,6830000000,2,taiwan
rexel,rxl.pa,6820000000,22,france
halozyme therapeutics,halo,6800000000,50,usa
assurant,aiz,6800000000,128,usa
industrial bank of korea ibk,024110.ks,6790000000,8,s. korea
clearway energy,cwen,6780000000,34,usa
hero motocorp,heromotoco.ns,6780000000,33,india
tempur sealy,tpx,6780000000,39,usa
omega healthcare,ohi,6770000000,28,usa
texas roadhouse,txrh,6750000000,100,usa
gentex,gntx,6750000000,28,usa
daiwa securities group,8601.t,6740000000,4,japan
pgnig,7gg.f,6740000000,1,poland
national marine dredging,nmdc.ae,6730000000,8,uae
gitlab,gtlb,6730000000,44,usa
houlihan lokey,hli,6720000000,97,usa
kinsale capital group,knsl,6710000000,291,usa
cae,cae,6700000000,21,canada
mks instruments,mksi,6690000000,100,usa
berger paints,bergepaint.ns,6690000000,6,india
charoen pokphand indonesia,cpin.jk,6680000000,0,indonesia
tele2,tel2-a.st,6670000000,10,sweden
rumo,rail3.sa,6670000000,3,brazil
brixmor property group,brx,6670000000,22,usa
voya financial,voya,6660000000,68,usa
stifel,sf,6650000000,62,usa
krafton,259960.ks,6650000000,141,s. korea
agree realty,adc,6650000000,74,usa
hunter douglas,hdg.as,6650000000,191,netherlands
harley-davidson,hog,6650000000,45,usa
world wrestling entertainment,wwe,6650000000,89,usa
japan post insurance,7181.t,6640000000,17,japan
us steel,x,6640000000,28,usa
cts eventim,evd.f,6630000000,69,germany
dxc technology,dxc,6620000000,28,usa
capcom,9697.t,6620000000,31,japan
sisecam,sise.is,6620000000,2,turkey
nvent electric,nvt,6620000000,39,uk
gmo payment gateway,3769.t,6610000000,87,japan
asus,2357.tw,6590000000,8,taiwan
swedish orphan biovitrum,sobi.st,6590000000,22,sweden
upl,upl.ns,6590000000,8,india
ritchie bros auctioneers,rba,6590000000,59,canada
southwestern energy,swn,6580000000,5,usa
new york community bank,nycb,6580000000,9,usa
norwegian cruise line,nclh,6580000000,15,usa
nippon sanso,4091.t,6580000000,15,japan
nextera energy partners,nep,6580000000,76,usa
holmen,holm-b.st,6570000000,41,sweden
murphy oil,mur,6570000000,42,usa
israel discount bank,isday,6560000000,52,israel
levi strauss,levi,6560000000,16,usa
commercial metals company,cmc,6560000000,56,usa
ingredion,ingr,6560000000,100,usa
toromont,tih.to,6560000000,79,canada
37 interactive entertainment,002555.sz,6560000000,2,china
clean harbors,clh,6560000000,121,usa
ascendis pharma,asnd,6550000000,115,denmark
great eastern,g07.si,6550000000,13,singapore
on holding,onon,6540000000,20,switzerland
torrent pharmaceuticals,torntpharm.ns,6540000000,19,india
tis,3626.t,6530000000,27,japan
trend micro,4704.t,6520000000,46,japan
silergy,6415.tw,6520000000,17,china
oz minerals,ozl.ax,6500000000,19,australia
helvetia holding,heln.sw,6500000000,123,switzerland
wyndham hotels & resorts,wh,6500000000,73,usa
petro rio,prio3.sa,6500000000,7,brazil
osaka gas,9532.t,6490000000,15,japan
rbc bearings,rbc,6490000000,223,usa
fastighets ab balder,bald-b.st,6480000000,5,sweden
airtac international,1590.tw,6470000000,32,taiwan
toto,5332.t,6470000000,38,japan
wynn macau,1128.hk,6470000000,1,macau
bankinter,bkt.mc,6460000000,7,spain
magnolia oil & gas,mgy,6450000000,23,usa
agnc investment,agnc,6450000000,11,usa
allegro microsystems,algm,6450000000,33,usa
starwood property trust,stwd,6430000000,20,usa
woodward,wwd,6430000000,107,usa
stag industrial,stag,6400000000,34,usa
saia,saia,6400000000,242,usa
dillard's,dds,6390000000,373,usa
kobe bussan,3038.t,6390000000,29,japan
choice hotels international,chh,6390000000,119,usa
daifuku,6383.t,6390000000,50,japan
adaro energy,adro.jk,6380000000,0,indonesia
turquoise hill resources,trq,6380000000,31,canada
reynolds consumer,reyn,6370000000,30,usa
alaska airlines,alk,6370000000,50,usa
championx,chx,6370000000,31,usa
newell brands,nwl,6370000000,15,usa
stockland,sgp.ax,6370000000,2,australia
yanbu national petrochemical,2290.sr,6360000000,11,s. arabia
covivio,cov.pa,6360000000,67,france
belimo holding,bean.sw,6360000000,517,switzerland
curtiss-wright,cw,6350000000,165,usa
minebeamitsumi,6479.t,6350000000,15,japan
tpg telecom,tpg.ax,6340000000,3,australia
lithia motors,lad,6340000000,232,usa
affiliated managers group,amg,6340000000,168,usa
land securities group,land.l,6340000000,8,uk
enlink midstream,enlc,6330000000,13,usa
rli corp,rli,6330000000,139,usa
draftkings,dkng,6330000000,14,usa
shriram transport finance,srtransfin.ns,6320000000,16,india
gxo logistics,gxo,6310000000,53,usa
hualan biological engineering,002007.sz,6300000000,3,china
indian railway catering & tourism,irctc.ns,6300000000,7,india
samvardhana motherson,motherson.ns,6300000000,0,india
spark new zealand,nztcf,6290000000,3,new zealand
doximity,docs,6290000000,32,usa
corporate office properties trust,ofc,6290000000,27,usa
kingfisher,kfi1.f,6290000000,3,uk
cosan,csan,6290000000,13,brazil
ia financial,iag.to,6280000000,59,canada
mdu resources,mdu,6280000000,30,usa
nedbank,ned.jo,6270000000,12,south africa
uwm holdings,uwmc,6270000000,3,usa
sampoerna,hsz.f,6270000000,0,indonesia
bombardier recreational products,dooo,6260000000,79,canada
lufax,lu,6260000000,2,china
qualtrics,xm,6250000000,10,usa
nissan chemical,4021.t,6250000000,44,japan
unimicron,3037.tw,6240000000,4,taiwan
convatec group,ctec.l,6240000000,3,uk
taishin financial holdings,2887.tw,6240000000,0,taiwan
gamestop,gme,6240000000,20,usa
macy's,m,6230000000,23,usa
samsara,iot,6230000000,12,usa
tube investments of india,tiindia.ns,6220000000,32,india
toll brothers,tol,6210000000,56,usa
hikari tsushin,9435.t,6210000000,140,japan
bank pekao bank polska kasa opieki,peo.wa,6210000000,23,poland
bosch india,boschltd.ns,6200000000,210,india
south state corp,ssb,6200000000,81,usa
elanco,elan,6200000000,13,usa
oshkosh corporation,osk,6190000000,94,usa
endeavor group,edr,6190000000,21,usa
mapfre,map.mc,6190000000,2,spain
mirvac group,mgr.ax,6180000000,1,australia
banco bpm,bami.mi,6170000000,4,italy
firstservice,fsv,6170000000,139,canada
polaris,pii,6170000000,106,usa
chang hwa commercial bank,2801.tw,6150000000,0,taiwan
yamaha,7951.t,6150000000,35,japan
ssab,ssab-b.st,6140000000,5,sweden
nutanix,ntnx,6140000000,26,usa
canadian apartment properties reit,car-un.to,6140000000,35,canada
pdc energy,pdce,6130000000,66,usa
sekisui chemical,4204.t,6130000000,14,japan
valvoline,vvv,6130000000,35,usa
national instruments,nati,6130000000,46,usa
nippon prologis reit,3283.t,6130000000,2,japan
littelfuse,lfus,6110000000,247,usa
turkiye is bankasi,isctr.is,6110000000,0,turkey
toho co,9602.t,6110000000,34,japan
murphy usa,musa,6100000000,270,usa
pilgrim's pride,ppc,6100000000,25,usa
first american,faf,6100000000,58,usa
lumen,lumn,6100000000,5,usa
lodha group,lodha.ns,6100000000,12,india
landstar system,lstr,6100000000,169,usa
west fraser timber,wfg,6090000000,72,canada
boyd gaming,byd,6090000000,58,usa
komercni banka,konn.f,6090000000,31,czech republic
kinross gold,kgc,6090000000,4,canada
atacadao,crfb3.sa,6090000000,2,brazil
ashland,ash,6090000000,112,usa
healthsouth,ehc,6080000000,61,usa
leg immobilien,leg.de,6080000000,82,germany
range resources,rrc,6080000000,25,usa
universal display corporation,oled,6070000000,128,usa
ctp nv,ctpnv.as,6060000000,13,netherlands
kintetsu ghd,9041.t,6060000000,31,japan
melco resorts & entertainment,mlco,6060000000,13,hong kong
engie brasil,egie3.sa,6050000000,7,brazil
adecco group,aden.sw,6050000000,36,switzerland
coupa,coup,6040000000,79,usa
crane co,cr,6040000000,107,usa
descartes systems,dsgx,6030000000,71,canada
indus towers,industower.ns,6030000000,2,india
pi industries,piind.ns,6030000000,39,india
beijer ref,beij-b.st,6020000000,16,sweden
axalta,axta,6010000000,27,usa
raiffeisen bank international,raw.f,6000000000,18,austria
asset world corp,awc.bk,6000000000,0,thailand
united tractors,uty.f,6000000000,1,indonesia
boc aviation,2588.hk,5990000000,8,singapore
otsuka,4768.t,5980000000,31,japan
info edge,naukri.ns,5970000000,46,india
huntsman corporation,hun,5970000000,31,usa
bluescope steel,bsl.ax,5970000000,12,australia
hulic,3003.t,5970000000,7,japan
sonoco,son,5960000000,61,usa
hybe,352820.ks,5960000000,144,s. korea
banco sabadell,bdsb.f,5960000000,1,spain
topbuild,bld,5950000000,186,usa
siteone landscape supply,site,5950000000,132,usa
seek limited,sek.ax,5950000000,16,australia
getinge,geti-b.st,5940000000,21,sweden
hapvida,hapv3.sa,5920000000,0,brazil
sunrun,run,5920000000,27,usa
endeavour mining,edv.to,5920000000,24,uk
ds smith,smds.l,5910000000,4,uk
flowers foods,flo,5900000000,27,usa
dexus,dxs.ax,5900000000,5,australia
sumitomo chemical,4005.t,5890000000,3,japan
japan real estate investment,8952.t,5890000000,4,japan
andritz,az2.f,5890000000,59,austria
idp education,iel.ax,5890000000,21,australia
mol group,mol.bd,5890000000,7,hungary
axfood,axfo.st,5890000000,26,sweden
spirit realty capital,src,5890000000,42,usa
emperador brandy,emi.si,5890000000,0,philippines
h&r block,hrb,5880000000,37,usa
nanya technology,2408.tw,5880000000,1,taiwan
yamana gold,auy,5870000000,6,canada
gpt group,gpt.ax,5870000000,3,australia
