name,master_cap,country,rank,share_price
ememory technology,3690000000,taiwan, 2848,49
hb fuller,3690000000,usa, 2849,68
supreme industries,3690000000,india, 2850,29
icade,3690000000,france, 2851,47
playtika,3680000000,israel, 2852,10
jungheinrich,3680000000,germany, 2853,36
instructure holdings,3680000000,usa, 2854,25
spire energy,3670000000,usa, 2855,70
lantheus holdings,3670000000,usa, 2856,53
vir biotechnology,3670000000,usa, 2857,27
sinch,3670000000,sweden, 2858,4
marks & spencer,3670000000,uk, 2859,1
envestnet,3660000000,usa, 2860,66
allete,3660000000,usa, 2861,64
united community bank,3660000000,usa, 2862,31
brighthouse financial,3660000000,usa, 2863,53
jb hi-fi,3660000000,australia, 2864,33
indraprastha gas,3660000000,india, 2865,5
meritage homes,3660000000,usa, 2866,100
virtu financial,3660000000,usa, 2867,20
amicus therapeutics,3660000000,usa, 2868,13
snc-lavalin group,3650000000,canada, 2869,20
physicians realty trust,3650000000,usa, 2870,15
krones,3650000000,germany, 2871,115
assured guaranty,3640000000,, 2872,60
datwyler,3640000000,switzerland, 2873,214
agl energy,3640000000,australia, 2874,5
nws holdings,3640000000,hong kong, 2875,0
alteryx,3630000000,usa, 2876,52
umpqua holdings,3630000000,usa, 2877,16
national shipping company of saudi arabia bahri,3630000000,saudi arabia, 2878,7
mueller industries,3620000000,usa, 2879,63
syneos health,3620000000,usa, 2880,35
select medical holdings,3620000000,usa, 2881,28
subsea 7,3620000000,, 2882,12
dada nexus,3620000000,china, 2883,14
beijing airport,3620000000,china, 2884,0
copa holdings,3620000000,, 2885,91
tietoevry,3620000000,finland, 2886,30
biocon,3610000000,india, 2887,3
qube holdings,3610000000,australia, 2888,2
kerry properties,3610000000,hong kong, 2889,2
kosmos energy,3610000000,usa, 2890,7
ncr corporation,3610000000,usa, 2891,26
china lesso group,3610000000,china, 2892,1
interparfums,3600000000,usa, 2893,113
smartcentres reit,3590000000,canada, 2894,21
imerys,3590000000,france, 2895,42
innolux,3590000000,taiwan, 2896,0
dmg mori,3590000000,germany, 2897,45
unifirst,3580000000,usa, 2898,191
maravai lifesciences,3580000000,usa, 2899,14
360 digitech,3580000000,china, 2900,22
aixtron,3580000000,germany, 2901,31
taiwan business bank,3560000000,taiwan, 2902,0
vaxcyte,3560000000,usa, 2903,45
cohen & steers,3550000000,usa, 2904,73
african rainbow minerals,3550000000,south africa, 2905,18
taylor morrison,3550000000,usa, 2906,32
the azek company,3550000000,usa, 2907,23
max financial services,3540000000,india, 2908,10
tsuruha holdings,3540000000,japan, 2909,73
daqo new energy,3540000000,china, 2910,47
grupo aeroportuario centro norte,3540000000,mexico, 2911,73
derwent london,3530000000,uk, 2912,31
bakkafrost,3530000000,denmark, 2913,59
bellring brands,3530000000,usa, 2914,26
evn group,3530000000,, 2915,19
bb biotech,3530000000,switzerland, 2916,64
ssr mining,3530000000,canada, 2917,17
marqeta,3520000000,usa, 2918,6
mayora,3520000000,indonesia, 2919,0
wizz air,3520000000,, 2920,33
gates industrial corp,3510000000,usa, 2921,12
land and houses,3510000000,thailand, 2922,0
braskem,3510000000,brazil, 2923,8
foot locker,3510000000,usa, 2924,37
independent bank,3510000000,usa, 2925,76
avient,3500000000,usa, 2926,38
evotec,3500000000,germany, 2927,9
rotork,3490000000,uk, 2928,3
beacon roofing supply,3490000000,usa, 2929,53
greif,3490000000,usa, 2930,68
ringcentral,3490000000,usa, 2931,36
federal bank,3490000000,india, 2932,1
nippon shinyaku,3480000000,japan, 2933,51
grand canyon education,3480000000,usa, 2934,111
ptc therapeutics,3480000000,usa, 2935,47
the a2 milk company,3480000000,new zealand, 2936,4
sanmina,3470000000,usa, 2937,60
broadstone net lease,3470000000,usa, 2938,17
california resources corporation,3470000000,usa, 2939,47
sime darby,3470000000,malaysia, 2940,0
patterson-uti energy,3460000000,usa, 2941,16
bank of east asia,3460000000,hong kong, 2942,1
renishaw,3450000000,uk, 2943,47
royal unibrew,3450000000,denmark, 2944,69
scottsmiracle-gro,3450000000,usa, 2945,62
cvb financial,3450000000,usa, 2946,24
taisho pharmaceutical,3450000000,japan, 2947,42
hysan development,3450000000,hong kong, 2948,3
frasers logistics & industrial trust,3450000000,singapore, 2949,0
thoughtworks,3440000000,usa, 2950,10
cie automotive,3440000000,spain, 2951,28
essential properties realty trust,3440000000,usa, 2952,24
american states water,3430000000,usa, 2953,93
proximus,3430000000,belgium, 2954,10
melisron,3430000000,israel, 2955,72
advanced energy,3430000000,usa, 2956,91
lazard,3430000000,, 2957,39
bts group,3430000000,thailand, 2958,0
unicaja banco,3430000000,spain, 2959,1
simply good foods,3430000000,usa, 2960,34
bayanat ai,3430000000,united arab emirates, 2961,1
kemper,3420000000,usa, 2962,53
black stone minerals,3420000000,usa, 2963,16
vienna insurance group,3410000000,, 2964,26
vontier,3410000000,usa, 2965,21
nelnet,3410000000,usa, 2966,91
travel leisure,3410000000,usa, 2967,41
nikon,3400000000,japan, 2968,9
logista compania de distribucion integral logista,3400000000,spain, 2969,25
staar surgical,3400000000,usa, 2970,70
federated hermes,3400000000,usa, 2971,38
sega sammy holdings,3400000000,japan, 2972,15
escorts limited,3400000000,india, 2973,25
spirit aerosystems,3400000000,usa, 2974,32
cactus wellhead,3400000000,usa, 2975,53
kohl's,3390000000,usa, 2976,30
duolingo,3390000000,usa, 2977,84
quaker houghton,3390000000,usa, 2978,189
life time group,3390000000,usa, 2979,17
asm pacific technology,3390000000,hong kong, 2980,8
armstrong world industries,3390000000,usa, 2981,74
workman,3380000000,japan, 2982,41
boyd group,3380000000,canada, 2983,157
newmarket corp,3380000000,usa, 2984,342
sudzucker,3380000000,germany, 2985,16
jackson financial,3380000000,usa, 2986,40
mercari,3370000000,japan, 2987,20
amtrust financial services,3370000000,usa, 2988,17
quantumscape,3360000000,usa, 2989,7
badger meter,3360000000,usa, 2990,115
associated banc-corp,3360000000,usa, 2991,22
teradata,3360000000,usa, 2992,33
axcelis technologies,3360000000,usa, 2993,102
albany international,3350000000,usa, 2994,108
nordex,3350000000,germany, 2995,15
belden,3350000000,usa, 2996,78
inari medical,3340000000,usa, 2997,62
leroy seafood,3340000000,norway, 2998,5
array technologies,3340000000,usa, 2999,22
one medical 1life healthcare,3340000000,usa, 3000,16
ameris bancorp,3340000000,usa, 3001,48
ardagh metal packaging,3340000000,, 3002,5
telecom argentina,3330000000,, 3003,6
ambarella,3330000000,usa, 3004,86
california water service,3320000000,usa, 3005,60
capstone copper,3320000000,canada, 3006,4
northwestern corporation,3320000000,usa, 3007,55
mayr-melnhof,3320000000,, 3008,166
fluidra,3320000000,spain, 3009,17
fielmann,3320000000,germany, 3010,39
harbour energy,3320000000,uk, 3011,3
metsa board,3310000000,finland, 3012,11
impinj,3310000000,usa, 3013,127
ollie's bargain outlet,3310000000,usa, 3014,53
radian group,3310000000,usa, 3015,21
greggs,3310000000,uk, 3016,32
first hawaiian bank,3300000000,usa, 3017,25
gn store nord,3300000000,denmark, 3018,24
prestige consumer healthcare,3300000000,usa, 3019,66
virgin money uk,3300000000,uk, 3020,2
sprouts farmers market,3300000000,usa, 3021,31
capstone infrastructure,3290000000,canada, 3022,10
sprout social,3290000000,usa, 3023,60
cvr energy,3280000000,usa, 3024,32
stagwell,3280000000,usa, 3025,6
enersys,3280000000,usa, 3026,80
televisa,3270000000,mexico, 3027,5
sembcorp marine,3270000000,singapore, 3028,0
community bank system,3270000000,usa, 3029,60
esab,3270000000,usa, 3030,54
signet jewelers,3270000000,, 3031,71
acea,3260000000,italy, 3032,15
halkbank,3260000000,turkey, 3033,0
indosat,3260000000,indonesia, 3034,0
tower bersama infrastructure,3260000000,indonesia, 3035,0
aci worldwide,3250000000,usa, 3036,28
hankook tire,3250000000,south korea, 3037,26
skyline champion,3240000000,usa, 3038,57
cogent communications,3240000000,usa, 3039,67
groupe lagardere,3240000000,france, 3040,22
guardant health,3240000000,usa, 3041,31
alk-abello,3240000000,denmark, 3042,14
cargotec,3240000000,finland, 3043,50
comgas,3240000000,brazil, 3044,25
makemytrip,3240000000,india, 3045,30
pennymac,3240000000,usa, 3046,64
goodyear,3240000000,usa, 3047,11
blackbaud,3230000000,usa, 3048,61
summit industrial income reit,3230000000,canada, 3049,17
mbank,3230000000,poland, 3050,76
old mutual,3230000000,south africa, 3051,0
coway,3230000000,south korea, 3052,44
enovis,3220000000,usa, 3053,59
natura&co,3220000000,brazil, 3054,4
meitetsu,3220000000,japan, 3055,16
paramount resources,3220000000,canada, 3056,22
ginkgo bioworks,3220000000,usa, 3057,1
vistry group,3210000000,uk, 3058,9
romgaz,3210000000,, 3059,8
highwoods properties,3210000000,usa, 3060,29
victoria's secret & co,3210000000,usa, 3061,39
aurobindo pharma,3200000000,india, 3062,5
ameresco,3200000000,usa, 3063,61
acushnet holdings,3200000000,usa, 3064,45
burjeel holdings,3200000000,united arab emirates, 3065,0
spx corporation,3190000000,usa, 3066,70
euronav,3190000000,belgium, 3067,15
indah kiat pulp & paper,3180000000,indonesia, 3068,0
rajesh exports,3180000000,india, 3069,10
tripadvisor,3180000000,usa, 3070,22
cvent,3180000000,usa, 3071,6
voltas,3170000000,india, 3072,9
methanex,3170000000,canada, 3073,45
douglas emmett,3170000000,usa, 3074,15
cushman & wakefield,3170000000,usa, 3075,14
banco comercial portugues millennium bcp,3170000000,portugal, 3076,0
deepak nitrite,3160000000,india, 3077,23
idorsia,3160000000,switzerland, 3078,17
terex,3160000000,usa, 3079,46
billerudkorsnas,3160000000,sweden, 3080,12
cooper group,3160000000,usa, 3081,44
alumina limited,3160000000,australia, 3082,1
viva energy,3160000000,australia, 3083,2
bellway,3160000000,uk, 3084,25
shoals technologies,3160000000,usa, 3085,27
st galler kantonalbank,3160000000,switzerland, 3086,528
iluka resources,3150000000,australia, 3087,7
tootsie roll industries,3150000000,usa, 3088,43
sigma lithium,3150000000,canada, 3089,30
sportradar,3150000000,switzerland, 3090,10
sig semen indonesia,3140000000,indonesia, 3091,0
john bean technologies,3140000000,usa, 3092,98
3m india,3140000000,india, 3093,279
cathay general bancorp,3140000000,usa, 3094,42
oil india,3140000000,india, 3095,2
engagesmart,3140000000,usa, 3096,19
plains gp,3140000000,usa, 3097,13
vishay intertechnology,3140000000,usa, 3098,22
bank of hawaii,3140000000,usa, 3099,78
beam therapeutics,3130000000,usa, 3100,44
coromandel,3130000000,india, 3101,10
vz holding,3130000000,switzerland, 3102,79
acadia pharmaceuticals,3130000000,usa, 3103,19
frontline,3130000000,, 3104,14
pegasystems,3120000000,usa, 3105,38
atlantica,3120000000,uk, 3106,26
kinaxis,3120000000,canada, 3107,112
eastern bankshares,3120000000,usa, 3108,17
moelis & company,3120000000,usa, 3109,45
evolent health,3110000000,usa, 3110,30
plexus,3110000000,usa, 3111,112
sensient technologies,3110000000,usa, 3112,74
enviva,3110000000,usa, 3113,46
lxp industrial trust,3100000000,usa, 3114,11
carter's,3100000000,usa, 3115,81
ovh groupe,3100000000,france, 3116,16
texas capital bancshares,3100000000,usa, 3117,63
amedisys,3100000000,usa, 3118,95
vienna airport,3100000000,, 3119,36
enel chile,3090000000,chile, 3120,2
exxaro resources,3090000000,south africa, 3121,12
ca immo,3090000000,, 3122,31
stroer,3090000000,germany, 3123,53
strauss group,3090000000,israel, 3124,26
federal signal,3080000000,usa, 3125,50
santen pharmaceutical,3080000000,japan, 3126,7
coforge,3080000000,india, 3127,50
kumho petrochemical,3070000000,south korea, 3128,119
axsome therapeutics,3070000000,usa, 3129,70
phoenix mills,3070000000,india, 3130,17
lion corp,3070000000,japan, 3131,10
progyny,3060000000,usa, 3132,33
walker & dunlop,3060000000,usa, 3133,92
gohealth,3060000000,usa, 3134,14
axonics modulation tech,3060000000,usa, 3135,61
cd projekt,3050000000,poland, 3136,30
tata chemicals,3050000000,india, 3137,12
avista,3050000000,usa, 3138,41
wienerberger,3050000000,, 3139,27
stoneco,3050000000,brazil, 3140,9
amp limited,3040000000,australia, 3141,0
sabra health care reit,3040000000,usa, 3142,13
pjt partners,3040000000,usa, 3143,76
livanova,3040000000,uk, 3144,56
national vision holdings,3040000000,usa, 3145,38
galapagos nv,3040000000,belgium, 3146,45
hillenbrand,3030000000,usa, 3147,43
hutchmed,3030000000,hong kong, 3148,17
boralex,3030000000,canada, 3149,29
yuhan,3030000000,south korea, 3150,43
guoco,3030000000,hong kong, 3151,9
outfront media,3030000000,usa, 3152,18
epr properties,3030000000,usa, 3153,40
ncino,3020000000,usa, 3154,27
nextdc,3020000000,australia, 3155,6
kb home,3020000000,usa, 3156,35
main street capital,3020000000,usa, 3157,39
transportadora de gas del sur,3020000000,, 3158,10
suntec reit,3010000000,singapore, 3159,1
mainova,3010000000,germany, 3160,548
bic,3010000000,france, 3161,68
braze,3010000000,usa, 3162,31
archaea energy,3010000000,usa, 3163,26
multichoice group,3010000000,south africa, 3164,7
irhythm,3000000000,usa, 3165,99
ingevity,3000000000,usa, 3166,80
nomad foods,3000000000,uk, 3167,17
freshpet,3000000000,usa, 3168,62
chindata,3000000000,china, 3169,8
equitrans midstream,3000000000,usa, 3170,6
hisense visual technology,3000000000,china, 3171,2
premium brands,3000000000,canada, 3172,66
amot investment,2990000000,israel, 3173,6
ats automation,2990000000,canada, 3174,32
syngene international,2990000000,india, 3175,7
softcat,2980000000,uk, 3176,14
viscofan,2980000000,spain, 3177,64
cnx resources,2980000000,usa, 3178,16
evo payments,2980000000,usa, 3179,33
nordic semiconductor,2970000000,norway, 3180,15
pierer mobility,2970000000,, 3181,85
prospect capital,2970000000,usa, 3182,7
ultragenyx,2970000000,usa, 3183,42
linamar,2960000000,canada, 3184,47
graham holdings,2960000000,usa, 3185,617
wsfs financial,2960000000,usa, 3186,48
comstock resources,2960000000,usa, 3187,12
shangri-la,2960000000,hong kong, 3188,0
certara,2950000000,usa, 3189,18
grupo aval,2950000000,, 3190,2
westports,2950000000,malaysia, 3191,0
abcellera,2950000000,canada, 3192,10
kansai paint,2950000000,japan, 3193,12
ggroup,2950000000,india, 3194,0
rubis,2950000000,france, 3195,27
bausch health,2940000000,canada, 3196,8
abm industries,2940000000,usa, 3197,44
samsung heavy industries,2940000000,south korea, 3198,145
pennon group,2940000000,uk, 3199,11
conmed,2940000000,usa, 3200,96
hannon armstrong,2940000000,usa, 3201,33
hensoldt,2940000000,germany, 3202,28
encavis,2940000000,germany, 3203,18
highpeak energy,2930000000,usa, 3204,25
bank jago,2930000000,indonesia, 3205,0
jet2,2930000000,uk, 3206,13
harmony biosciences,2930000000,usa, 3207,49
o-i glass,2930000000,usa, 3208,18
installed building products,2930000000,usa, 3209,102
vidrala,2930000000,spain, 3210,96
growthpoint properties,2930000000,south africa, 3211,0
polymetal,2930000000,, 3212,6
scorpio tankers,2920000000,, 3213,49
brink's,2920000000,usa, 3214,63
marel,2920000000,, 3215,3
mister car wash,2920000000,usa, 3216,9
pagseguro,2920000000,brazil, 3217,8
hostess brands,2920000000,usa, 3218,21
intellia therapeutics,2910000000,usa, 3219,33
sma solar technology,2910000000,germany, 3220,83
pacwest bancorp,2900000000,usa, 3221,24
dycom industries,2900000000,usa, 3222,98
maxlinear,2900000000,usa, 3223,36
simmons first national,2900000000,usa, 3224,22
park hotels & resorts,2900000000,usa, 3225,12
pacific premier bancorp,2900000000,usa, 3226,30
curaleaf,2890000000,usa, 3227,4
harmonic drive systems,2890000000,japan, 3228,30
atlas air worldwide holdings,2890000000,usa, 3229,102
petco,2890000000,usa, 3230,10
sumitomo chemical india,2890000000,india, 3231,5
alm brand,2890000000,denmark, 3232,1
asana,2890000000,usa, 3233,13
shapir civil and marine engineering,2890000000,israel, 3234,8
squarespace,2880000000,usa, 3235,21
ct reit,2880000000,canada, 3236,12
focus financial partners,2880000000,usa, 3237,43
intercorp financial services,2870000000,, 3238,24
alvotech,2870000000,, 3239,11
first capital reit,2870000000,canada, 3240,13
mitra keluarga,2870000000,indonesia, 3241,0
thermax,2870000000,india, 3242,24
vodafone idea,2870000000,india, 3243,0
siegfried holding,2870000000,switzerland, 3244,676
vicor,2870000000,usa, 3245,65
group 1 automotive,2870000000,usa, 3246,196
elf cosmetics,2860000000,usa, 3247,54
flywire,2860000000,usa, 3248,26
privia health group,2860000000,usa, 3249,25
acerinox,2860000000,spain, 3250,11
efg international,2860000000,switzerland, 3251,9
sulzer,2850000000,switzerland, 3252,84
stepstone group,2850000000,usa, 3253,28
werner enterprises,2850000000,usa, 3254,45
timken india,2850000000,india, 3255,37
inmode,2850000000,israel, 3256,34
giant network group,2840000000,china, 3257,1
corporacion financiera alba,2840000000,spain, 3258,48
sunpower,2840000000,usa, 3259,16
pegasus airlines,2840000000,turkey, 3260,27
corvel corporation,2840000000,usa, 3261,164
jinko solar,2840000000,china, 3262,56
papa john's pizza,2840000000,usa, 3263,80
varonis,2830000000,usa, 3264,25
computacenter,2830000000,uk, 3265,24
amc entertainment,2830000000,usa, 3266,5
adapthealth,2830000000,usa, 3267,21
korn ferry,2830000000,usa, 3268,53
kulicke and soffa industries,2820000000,singapore, 3269,49
insmed,2820000000,usa, 3270,20
allreal holding,2820000000,switzerland, 3271,171
altarea,2820000000,france, 3272,137
grocery outlet,2820000000,usa, 3273,28
immunocore,2810000000,uk, 3274,58
prothena,2810000000,ireland, 3275,54
rush enterprises,2810000000,usa, 3276,50
doosan bobcat,2810000000,south korea, 3277,28
dorman products,2810000000,usa, 3278,89
ironsource,2810000000,israel, 3279,2
gland pharma,2810000000,india, 3280,17
mercury systems,2800000000,usa, 3281,48
lithium americas,2800000000,canada, 3282,20
patterson companies,2800000000,usa, 3283,28
simcorp,2800000000,denmark, 3284,69
appian,2800000000,usa, 3285,38
macerich,2790000000,usa, 3286,12
metcash,2790000000,australia, 3287,2
nordstrom,2790000000,usa, 3288,17
canadian solar,2790000000,canada, 3289,41
american eagle outfitters,2790000000,usa, 3290,14
blueprint medicines,2790000000,usa, 3291,46
hanesbrands,2790000000,usa, 3292,8
evergrande,2780000000,china, 3293,0
kyndryl,2780000000,usa, 3294,12
equity commonwealth,2780000000,usa, 3295,25
direct line group,2780000000,uk, 3296,2
jetblue airways,2770000000,usa, 3297,8
skf india,2770000000,india, 3298,56
nerolac paints,2770000000,india, 3299,5
j&j snack foods,2770000000,usa, 3300,144
vector limited,2770000000,new zealand, 3301,2
easterly government properties,2770000000,usa, 3302,15
microstrategy,2760000000,usa, 3303,240
coca-cola cecek,2760000000,turkey, 3304,10
northern oil and gas,2760000000,usa, 3305,32
allied properties reit,2760000000,canada, 3306,21
crestwood equity partners,2760000000,usa, 3307,26
hub group,2750000000,usa, 3308,83
innospec,2750000000,usa, 3309,111
port of tauranga,2750000000,new zealand, 3310,4
tandem diabetes care,2740000000,usa, 3311,42
encore wire,2740000000,usa, 3312,149
delhivery,2740000000,india, 3313,3
h&r reit,2740000000,canada, 3314,9
alsok,2740000000,japan, 3315,27
site centers,2730000000,usa, 3316,12
hayward,2730000000,usa, 3317,12
nternational bancshares corp,2730000000,usa, 3318,44
banco macro,2730000000,, 3319,22
makkah construction & development,2730000000,saudi arabia, 3320,16
boise cascade,2720000000,usa, 3321,69
dunelm group,2720000000,uk, 3322,13
ermenegildo zegna,2720000000,italy, 3323,11
torrent power,2720000000,india, 3324,5
bancfirst,2720000000,usa, 3325,82
iveric bio,2720000000,usa, 3326,20
sumitomo dainippon pharma,2710000000,japan, 3327,6
alpha metallurgical resources,2710000000,usa, 3328,170
atlantic union bankshares,2710000000,usa, 3329,36
compania cervecerias unidas,2710000000,chile, 3330,14
viasat,2710000000,usa, 3331,35
fonterra,2700000000,new zealand, 3332,1
jk cement,2700000000,india, 3333,35
arch resources,2700000000,usa, 3334,149
ultrapar participacoes,2700000000,brazil, 3335,2
safestore,2700000000,uk, 3336,12
champion reit,2700000000,hong kong, 3337,0
crisil,2700000000,india, 3338,36
atul,2690000000,india, 3339,91
ipca laboratories,2690000000,india, 3340,10
iveco group,2690000000,italy, 3341,7
forward air,2680000000,usa, 3342,101
bgf retail,2680000000,south korea, 3343,155
genworth financial,2680000000,usa, 3344,5
travis perkins,2680000000,uk, 3345,12
liberty energy,2680000000,usa, 3346,14
ubisoft,2680000000,france, 3347,20
alliance resource partners,2670000000,usa, 3348,21
vitesco technologies group,2670000000,germany, 3349,64
freenet,2670000000,germany, 3350,24
rumble,2670000000,usa, 3351,9
cal-maine foods,2670000000,usa, 3352,54
international distributions services royal mail,2670000000,uk, 3353,2
ebro foods,2670000000,spain, 3354,17
gibson energy,2670000000,canada, 3355,18
joyy,2660000000,china, 3356,37
big yellow group,2660000000,uk, 3357,14
spin master,2660000000,canada, 3358,25
punjab & sind bank,2660000000,india, 3359,0
nova measuring instruments,2660000000,israel, 3360,92
bachoco,2660000000,mexico, 3361,52
bankunited,2650000000,usa, 3362,35
digitalocean,2650000000,usa, 3363,27
worthington industries,2650000000,usa, 3364,53
aksa energy,2650000000,turkey, 3365,2
tianjin faw,2650000000,china, 3366,0
arcosa,2650000000,usa, 3367,54
frontier airlines,2650000000,usa, 3368,12
lundin gold,2640000000,canada, 3369,11
xerox,2640000000,usa, 3370,17
grindwell norton,2640000000,india, 3371,23
elekta ab,2640000000,sweden, 3372,6
konecranes,2640000000,finland, 3373,33
pick n pay stores,2640000000,south africa, 3374,3
fortis healthcare,2640000000,india, 3375,3
durr,2630000000,germany, 3376,38
lic housing finance,2630000000,india, 3377,4
zee entertainment,2630000000,india, 3378,2
rand merchant investment,2630000000,south africa, 3379,1
mallplaza,2630000000,chile, 3380,1
mirati therapeutics,2620000000,usa, 3381,45
solaria energia,2620000000,spain, 3382,21
kingnet network,2620000000,china, 3383,1
callon petroleum,2620000000,usa, 3384,42
cno financial group,2620000000,usa, 3385,22
lci industries,2620000000,usa, 3386,103
fulton financial,2620000000,usa, 3387,15
kunlun tech,2620000000,china, 3388,2
treehouse foods,2610000000,usa, 3389,46
spectrum brands,2610000000,usa, 3390,64
trigano,2610000000,france, 3391,134
ansell,2610000000,australia, 3392,20
dream industrial reit,2610000000,canada, 3393,10
revance therapeutics,2600000000,usa, 3394,31
myovant sciences,2600000000,uk, 3395,26
boral,2590000000,australia, 3396,2
excelerate energy,2590000000,usa, 3397,23
bank of maharashtra,2590000000,india, 3398,0
siltronic,2590000000,germany, 3399,83
teamviewer,2590000000,germany, 3400,14
kadokawa,2590000000,japan, 3401,18
swissquote,2580000000,switzerland, 3402,168
steve madden,2580000000,usa, 3403,33
synlab,2580000000,germany, 3404,11
chegg,2570000000,usa, 3405,20
perficient,2570000000,usa, 3406,74
mdc holdings,2570000000,usa, 3407,36
dixon technologies,2570000000,india, 3408,43
relaxo footwear,2570000000,india, 3409,10
corcept therapeutics,2570000000,usa, 3410,23
ssp group,2570000000,uk, 3411,3
commvault,2570000000,usa, 3412,57
fletcher building,2570000000,new zealand, 3413,3
uniqa insurance group,2570000000,, 3414,8
pan ocean,2570000000,south korea, 3415,4
balfour beatty,2570000000,uk, 3416,4
otter tail,2560000000,usa, 3417,61
cembra money bank,2560000000,switzerland, 3418,85
red rock resorts,2560000000,usa, 3419,44
resideo technologies,2560000000,usa, 3420,17
also holding,2560000000,switzerland, 3421,200
itron,2560000000,usa, 3422,56
vermilion energy,2560000000,canada, 3423,15
helen of troy,2560000000,usa, 3424,106
energizer holdings,2560000000,usa, 3425,35
leslie's,2560000000,usa, 3426,13
bayer crop science,2560000000,india, 3427,56
ihs towers,2560000000,uk, 3428,7
beach energy,2550000000,australia, 3429,1
tohoku electric power,2550000000,japan, 3430,5
mge energy,2550000000,usa, 3431,70
pacific biosciences,2550000000,usa, 3432,11
zain saudi arabia,2550000000,saudi arabia, 3433,2
tronox,2550000000,usa, 3434,16
multiplan empreendimentos imobiliarios,2550000000,brazil, 3435,4
keppel reit,2540000000,singapore, 3436,0
st joe company,2540000000,usa, 3437,43
vivint smart home,2540000000,usa, 3438,11
voltalia,2540000000,france, 3439,19
alarmcom,2540000000,usa, 3440,50
transalta,2540000000,canada, 3441,9
brady,2540000000,usa, 3442,51
kontoor brands,2540000000,usa, 3443,45
wh smith,2540000000,uk, 3444,19
sage therapeutics,2530000000,usa, 3445,42
duck creek technologies,2520000000,usa, 3446,19
keywords studios,2520000000,ireland, 3447,32
new india assurance,2520000000,india, 3448,1
golar lng,2520000000,, 3449,23
win semiconductors,2520000000,taiwan, 3450,5
bavarian nordic,2510000000,denmark, 3451,34
hang lung group,2510000000,hong kong, 3452,1
opc energy,2510000000,israel, 3453,11
osisko gold royalties,2500000000,canada, 3454,13
pagerduty,2500000000,usa, 3455,27
outokumpu,2500000000,finland, 3456,5
netlink trust,2500000000,singapore, 3457,0
independent bank group,2500000000,usa, 3458,60
rogers corporation,2500000000,usa, 3459,132
omnicell,2500000000,usa, 3460,56
lgi homes,2490000000,usa, 3461,107
viavi solutions,2490000000,usa, 3462,11
axos financial,2490000000,usa, 3463,41
covivio hotels,2490000000,france, 3464,16
sats,2490000000,singapore, 3465,2
innovative industrial,2490000000,usa, 3466,89
millicom,2480000000,, 3467,14
relay therapeutics,2480000000,usa, 3468,20
john wiley & sons,2480000000,usa, 3469,44
lightspeed pos,2480000000,canada, 3470,16
aarti industries,2480000000,india, 3471,6
piper sandler,2480000000,usa, 3472,139
urban outfitters,2480000000,usa, 3473,26
extreme networks,2470000000,usa, 3474,18
compagnie plastic omnium,2470000000,france, 3475,16
baytex energy,2470000000,canada, 3476,4
bata india,2470000000,india, 3477,19
aag,2470000000,, 3478,9
genus,2470000000,uk, 3479,37
hays plc,2460000000,uk, 3480,1
joby aviation,2460000000,usa, 3481,3
holly energy partners,2460000000,usa, 3482,19
inficon,2460000000,switzerland, 3483,1
integer holdings,2450000000,usa, 3484,74
endurance technologies,2450000000,india, 3485,17
hatsun agro products,2450000000,india, 3486,11
piramal enterprises,2450000000,india, 3487,10
permata bank,2440000000,indonesia, 3488,0
britvic,2440000000,uk, 3489,9
arbor realty trust,2440000000,usa, 3490,14
price group,2440000000,south africa, 3491,9
revolution medicines,2440000000,usa, 3492,27
amylyx pharmaceuticals,2440000000,usa, 3493,36
casio,2440000000,japan, 3494,10
harmony gold,2440000000,south africa, 3495,3
cracker barrel,2440000000,usa, 3496,109
apollo tyres,2430000000,india, 3497,3
national health investors,2430000000,usa, 3498,56
1&1,2430000000,germany, 3499,13
innergex renewable energy,2430000000,canada, 3500,11
dana,2420000000,usa, 3501,16
acer,2420000000,taiwan, 3502,0
mandarin oriental,2420000000,hong kong, 3503,1
qinetiq,2420000000,uk, 3504,4
verint systems,2420000000,usa, 3505,36
kemira,2420000000,finland, 3506,15
osterreichische post,2420000000,, 3507,35
blackberry,2420000000,canada, 3508,4
corbion,2410000000,netherlands, 3509,39
esco technologies,2410000000,usa, 3510,93
united industrial corporation,2410000000,singapore, 3511,1
stepan company,2400000000,usa, 3512,108
gentherm,2400000000,usa, 3513,72
pb fintech,2400000000,india, 3514,5
sd biosensor,2400000000,south korea, 3515,23
artisan partners,2400000000,usa, 3516,35
wd-40 company,2400000000,usa, 3517,176
farfetch,2390000000,uk, 3518,6
matson,2390000000,usa, 3519,63
the navigator company,2390000000,portugal, 3520,3
devyani international,2390000000,india, 3521,1
first merchants corporation,2390000000,usa, 3522,40
gestamp automocion,2390000000,spain, 3523,4
united natural foods,2390000000,usa, 3524,39
cyfrowy polsat,2390000000,poland, 3525,4
cbiz,2390000000,usa, 3526,47
sitime,2380000000,usa, 3527,111
e-l financial,2380000000,canada, 3528,671
softwareone,2380000000,switzerland, 3529,15
bowlero,2380000000,usa, 3530,14
kimbell royalty partners,2380000000,usa, 3531,16
iren,2380000000,italy, 3532,1
olink holding,2380000000,sweden, 3533,20
flsmidth,2370000000,denmark, 3534,41
ashmore group,2370000000,uk, 3535,3
navient,2370000000,usa, 3536,17
sl green realty,2370000000,usa, 3537,36
