link,rank,name,ceo,founded,revenue,country,industry
https://www.value.today/company/nomura-real-estate-master-fund,2651,nomura real estate master fund,not found,2015,598000000,japan,"real estate, property investments, investments, retail, commercial properties"
https://www.value.today/company/anaplan,2650,anaplan,not found,2006,447000000,usa,"technology, software and it, software products, cloud services, software and it infrastructure"
https://www.value.today/company/euronet-worldwide,2656,euronet worldwide,not found,1994,2995000,usa,"technology, financial services, investments, digital payment solution services, software and it infrastructure"
https://www.value.today/company/bank-ozk,2649,bank ozk,not found,1903,1096000,usa,"financial services, banking services"
https://www.value.today/company/sbi-holdings,2652,sbi holdings,not found,1999,5572000,japan,"financial services, asset management"
https://www.value.today/company/yantai-jereh-oilfield-services-group,2648,yantai jereh oilfield services group,not found,1999,1377000,china,"energy, oil and gas, oil field services"
https://www.value.today/company/hindustan-petroleum-corporation,2653,hindustan petroleum corporation,not found,1974,43633000,india,"energy, chemicals, oil and gas, petrochemicals, retail, natural gas generation, oil refining, petroleum"
https://www.value.today/company/china-suntien-green-energy-corporation,2666,china suntien green energy corporation,not found,2010,2509000,china,"utilities, gas utilities, electric utilities, power generation, electricity generation"
https://www.value.today/company/ackermans-van-haaren-nv,2663,ackermans & van haaren nv,not found,1876,4756000,belgium,"industries, construction, investments"
https://www.value.today/company/yeti-holdings,2658,yeti holdings,not found,2006,1410000,usa,"consumer cyclical, kitchen appliances, home appliances, leisure"
https://www.value.today/company/changsha-jingjia-microelectronics,2664,changsha jingjia microelectronics,not found,2006,159000000,china,"technology, electronics, semiconductors"
https://www.value.today/company/wesco-international,2665,wesco international,not found,1922,18217000,usa,"industries, telecom, consumer non durables, telecom equipment"
https://www.value.today/company/hilton-grand-vacations,2660,hilton grand vacations,not found,1992,2335000,usa,"consumer cyclical, hotels, consumer services"
https://www.value.today/company/hua-hong-semiconductor,2661,hua hong semiconductor,not found,2005,1630000,china,"technology, semiconductors, electronics"
https://www.value.today/company/asr-nederland,2659,asr nederland,not found,2000,10866000,netherlands,"financial services, insurance"
https://www.value.today/company/ford-otomotiv-sanayi,2662,ford otomotiv sanayi,not found,1959,4860000,turkey,"consumer cyclical, automobile, commercial vehicles"
https://www.value.today/company/tech-data-corporation,2661,tech data corporation,not found,1974,not found,usa,"technology, retail"
https://www.value.today/company/r1-rcm,2667,r1 rcm,not found,2003,1474000,usa,"healthcare, consumer services, healthcare technology and information"
https://www.value.today/company/beijing-shougang-co.-ltd.,2673,beijing shougang co ltd,not found,1999,19505000,china,basic materials
https://www.value.today/company/tcf-financial-corporation,2677,tcf financial corporation,not found,1923,not found,usa,"financial services, banking services"
https://www.value.today/company/northland-power,2670,northland power,not found,1987,1659000,canada,"utilities, energy, electricity generation, power generation, electric utilities, renewable energy"
https://www.value.today/company/dawning-information-industry,2669,dawning information industry,not found,1996,1758000,china,"technology, computers hardware"
https://www.value.today/company/louisiana-pacific-corporation,2672,louisiana-pacific corporation,not found,1973,4553000,usa,"industries, forest products, building products and equipment"
https://www.value.today/company/lepu-medical-technology-beijing,2671,lepu medical technology beijing,not found,1999,1551000,china,"healthcare, medical equipment, healthcare products"
https://www.value.today/company/kornit-digital,2676,kornit digital,not found,2002,322000000,israel,"industries, industry machinery, technology, capital goods"
https://www.value.today/company/baic-bluepark-new-energy-technology,2674,baic bluepark new energy technology,not found,1992,1365000,china,"consumer cyclical, automobile, cars"
https://www.value.today/company/aspen-pharmacare-holdings,2668,aspen pharmacare holdings,not found,1850,2248000,south africa,"healthcare, pharmaceutical"
https://www.value.today/company/cadence-bancorporation,2677,cadence bancorporation,not found,1885,1183000,usa,"financial services, banking services"
https://www.value.today/company/beijing-dabeinong-technology-group,2680,beijing dabeinong technology group,not found,1993,4559000,china,"consumer defensive, animal feed, animal health medicine, animal healthcare companies, farming / seeds / milling"
https://www.value.today/company/mainfreight,2686,mainfreight,not found,1978,3217000,new zealand,"industries, logistics"
https://www.value.today/company/charoen-pokphand-foods-public-company,2687,charoen pokphand foods public company,not found,1978,15227000,thailand,"consumer defensive, food products, meat / poultry / fish / chicken, farming / seeds / milling"
https://www.value.today/company/beijing-easpring-material-technology,2685,beijing easpring material technology,not found,1998,1296000,china,"industries, electrical products, chemicals, batteries"
https://www.value.today/company/signify,2683,signify,not found,1891,7567000,netherlands,"industries, lighting products, electrical products"
https://www.value.today/company/easyjet,2684,easyjet,not found,1995,1935000,uk,"industries, airlines, aviation"
https://www.value.today/company/encompass-health-corporation,2682,encompass health corporation,not found,1984,5121000,usa,"healthcare, hospitals, healthcare products"
https://www.value.today/company/treasury-wine-estates,2679,treasury wine estates,not found,2011,1714000,australia,"consumer defensive, beverages, wine, consumer non durables, alcoholic beverages"
https://www.value.today/company/industrial-bank-korea,2678,industrial bank of korea,not found,1961,6016000,south korea,"financial services, banking services"
https://www.value.today/company/etihad-etisalat-company,2688,etihad etisalat company,not found,2004,3956000,uae,"communication services, telecom, mobile services, fixed line service, internet providers, television services"
https://www.value.today/company/igo-limited,2696,igo limited,not found,,585000000,australia,"basic materials, mining"
https://www.value.today/company/sunrise-communications-group-ag,2695,sunrise communications group ag,not found,2000,not found,switzerland,"communication services, telecom, mobile services, television services, fixed line service"
https://www.value.today/company/hitachi-construction-machinery,2695,hitachi construction machinery,not found,1970,7479000,japan,"industries, machinery manufacturing, construction equipment, rent / lease services, heavy machinery"
https://www.value.today/company/konami-holdings-corporation,2693,konami holdings corporation,not found,1969,2186000,japan,"communication services, software and it, video games / mobile games / tech games / casino games, consumer goods, entertainment, software products, gaming"
https://www.value.today/company/orpea-societe-anonyme,2694,orpea sa,not found,1989,4297000,france,"healthcare, hospitals, healthcare products, healthcare service"
https://www.value.today/company/medallia,2692,medallia,not found,2001,477000000,usa,"technology, software and it"
https://www.value.today/company/zhejiang-dingli-machinery,2691,zhejiang dingli machinery,not found,2005,719000000,china,"industries, heavy machinery, machinery manufacturing"
https://www.value.today/company/douglas-emmett,2690,douglas emmett,not found,1971,918000000,usa,"real estate, consumer services, property investments, commercial properties"
https://www.value.today/company/mdu-resources-group,2689,mdu resources group,not found,1924,5680000,usa,"basic materials, utilities, mining, electric utilities, metals, construction materials"
https://www.value.today/company/godrej-properties,2697,godrej properties,not found,1990,228000000,india,real estate
https://www.value.today/company/valve-corporation,2704,valve corporation,not found,1996,80000000,usa,"gaming, video games / mobile games / tech games / casino games, technology, software and it, software products, electronics, consumer electronics"
https://www.value.today/company/chongqing-rural-commercial-bank,2704,chongqing rural commercial bank,not found,1951,4496000,china,"financial services, banking services"
https://www.value.today/company/switch,2702,switch,not found,,592000000,usa,"technology, software and it"
https://www.value.today/company/valmet-oyj,2701,valmet oyj,not found,2013,4340000,finland,"industries, machinery manufacturing, heavy machinery, industry machinery"
https://www.value.today/company/caci-international,2705,caci international,not found,1962,6202000,usa,"technology, software and it, software products, security systems and solutions"
https://www.value.today/company/descartes-systems-group,2703,descartes systegroup,not found,1981,424000000,canada,"technology, software and it, software products, logistics"
https://www.value.today/company/landstar-system,2700,landstar system,not found,1968,6540000,usa,"industries, transportation, freight transport, logistics"
https://www.value.today/company/tianneng-battery-group-co.-ltd.,2699,tianneng battery group co ltd,not found,1986,13438000,china,"consumer cyclical, automobile parts"
https://www.value.today/company/jabal-omar-development-company,2698,jabal omar development company,not found,2006,83000000,saudi arabia,"real estate, construction, property investments, hotels, commercial properties"
https://www.value.today/company/grupo-aeroportuario-del-sureste-s.-.-b.-de-c.-v,2706,grupo aeroportuario del sureste s a b de c v,not found,1998,941000000,mexico,"industries, infrastructure, transportation, airports operating"
https://www.value.today/company/hut-group,2707,the hut group,not found,2014,2615000,uk,"technology, retail, ecommerce, software and it"
https://www.value.today/company/tempus,2707,tempus,not found,,not found,usa,"software and it, technology, healthcare service, healthcare, artificial intelligence"
https://www.value.today/company/lazada-group,2707,lazada group,not found,,not found,singapore,"internet or mobile app based business, ecommerce"
https://www.value.today/company/xiaohongshu,2707,xiaohongshu,not found,2013,not found,china,"social media, ecommerce, internet or mobile app based business"
https://www.value.today/company/notre-dame-intermedica-participacoes,2708,notre dame intermedica participacoes,not found,1968,2135000,brazil,"healthcare, healthcare service, insurance"
https://www.value.today/company/cloudkitchens,2707,cloudkitchens,not found,,not found,usa,"food service, facility support services, logistics, rent / lease services"
https://www.value.today/company/machine-zone,2707,machine zone,not found,2008,not found,usa,"gaming, video games / mobile games / tech games / casino games, software and it, technology"
https://www.value.today/company/anhui-kouzi-distillery,2707,anhui kouzi distillery,not found,,732000000,china,"consumer defensive, alcoholic beverages, beverages"
https://www.value.today/company/hashicorp,2707,hashicorp,not found,2012,320000000,usa,"software and it, technology"
https://www.value.today/company/china-literature,2715,china literature,not found,,1361000,china,"communication services, internet or mobile app based business"
https://www.value.today/company/boston-beer-company,2709,boston beer company,not found,1984,2057000,usa,"consumer defensive, beverages, beer, consumer non durables, alcoholic beverages"
https://www.value.today/company/valvoline,2711,valvoline,not found,1866,2981000,usa,"energy, chemicals, oil and gas"
https://www.value.today/company/kawasaki-kisen-kaisha,2712,kawasaki kisen kaisha,not found,1919,5524000,japan,"industries, shipping, marine transportation, transportation"
https://www.value.today/company/nexstar-media-group,2710,nexstar media group,not found,1996,4648000,usa,"communication services, broadcasting, consumer services"
https://www.value.today/company/abb-india,2718,abb india,not found,1949,907000000,india,"industries, engineering products, engineering services, industry machinery, electronics, electrical products"
https://www.value.today/company/zhejiang-yongtai-technology,2714,zhejiang yongtai technology,not found,1999,650000000,china,"basic materials, chemicals"
https://www.value.today/company/cosan,2716,cosan,not found,1936,5302000,brazil,"energy, conglomerate, food and beverage, sugar, food products, consumer non durables, fuels, oil and gas"
https://www.value.today/company/yifeng-pharmacy-chain,2713,yifeng pharmacy chain,not found,2008,2230000,china,"healthcare, pharmacy, retail"
https://www.value.today/company/cholamandalam-investment-and-finance-company,2717,cholamandalam investment and finance company,not found,1978,734000000,india,financial services
https://www.value.today/company/iweb-inc.,2724,iweb inc,not found,1998,not found,nigeria,"technology, software and it infrastructure, data centers"
https://www.value.today/company/welcia-holdings,2725,welcia holdings,not found,2008,8121000,japan,"healthcare, pharmacy, retail, healthcare service"
https://www.value.today/company/eclat-textile,2721,eclat textile,not found,1977,1232000,taiwan,"consumer cyclical, textile"
https://www.value.today/company/zhongjin-gold,2728,zhongjin gold,not found,2006,8164000,china,"basic materials, mining, gold mining, copper mining, platinum"
https://www.value.today/company/gujarat-gas,2720,gujarat gas,not found,1980,2060000,india,"utilities, gas utilities"
https://www.value.today/company/tianshui-huatian-technology,2723,tianshui huatian technology,not found,2003,1760000,china,"technology, semiconductors"
https://www.value.today/company/china-state-construction-engineering-corporation-cscec,2719,china state construction international holdings,not found,1957,11214000,china,"industries, infrastructure, construction, engineering services, construction"
https://www.value.today/company/zhejiang-jiuzhou-pharmaceutical-co.-ltd,2722,zhejiang jiuzhou pharmaceutical co ltd,not found,,591000000,china,"healthcare, pharmaceutical, healthcare products"
https://www.value.today/company/financiere-de-lodet-sa,2727,financiere de l'odet sa,not found,1822,26066000,france,"industries, transportation, logistics, conglomerate"
https://www.value.today/company/sweco-ab-publ,2726,sweco ab publ,not found,1997,2310000,sweden,"industries, construction, engineering services, consulting services"
https://www.value.today/company/gan-lee-pharmaceuticals,2737,gan & lee pharmaceuticals,not found,1998,526000000,china,"medical equipment, healthcare"
https://www.value.today/company/ooredoo-0,2736,ooredoo,not found,1987,8212999,qatar,"communication services, telecom, mobile services, fixed line service, internet providers"
https://www.value.today/company/watts-water-technologies,2731,watts water technologies,not found,1874,1809000,usa,"industries, metal fabrication products, capital goods, engineering products, industry machinery"
https://www.value.today/company/nvent-electric,2730,nvent electric,not found,1903,2462000,uk,"industries, technology, machinery manufacturing, manufacturing, electrical products"
https://www.value.today/company/raia-drogasil,2734,raia drogasil,not found,2011,5136000,brazil,"healthcare, retail, pharmacy"
https://www.value.today/company/mapletree-logistics-trust,2738,mapletree logistics trust,not found,2004,478000000,singapore,"real estate, investments, property investments"
https://www.value.today/company/texas-roadhouse,2735,texas roadhouse,not found,1993,3463000,usa,"consumer cyclical, restaurants, food service, consumer services"
https://www.value.today/company/beijing-shiji-information-technology,2733,beijing shiji information technology,not found,1995,468000000,china,"technology, software and it, software products"
https://www.value.today/company/cyberark-software,2729,cyberark software,not found,1999,502000000,usa,"technology, software and it, software products, software and it infrastructure, security systems and solutions"
https://www.value.today/company/south-state-corporation,2732,south state corporation,not found,1933,1369000,usa,"financial services, banking services"
https://www.value.today/company/proximus,2741,proximus,not found,1930,6107000,belgium,"communication services, telecom, mobile services, internet providers, television services"
https://www.value.today/company/wintime-energy,2739,wintime energy,not found,1988,3941000,china,"energy, coal mining, mining"
https://www.value.today/company/itv,2747,itv,not found,1955,4582000,uk,"communication services, media, advertising, consumer services, broadcasting"
https://www.value.today/company/jarir-marketing-company,2746,jarir marketing company,not found,1979,2423000,saudi arabia,"consumer cyclical, retail"
https://www.value.today/company/koei-tecmo-holdings,2745,koei tecmo holdings,not found,2009,531000000,japan,"communication services, gaming, software and it"
https://www.value.today/company/hakuhodo-dy-holdings,2744,hakuhodo dy holdings,not found,2003,6531000,japan,"communication services, advertising, media"
https://www.value.today/company/colliers-international-group,2742,colliers international group,not found,1972,4089000,canada,"real estate, financial services"
https://www.value.today/company/inspire-medical-systems,2743,inspire medical systems,not found,2007,233000000,usa,"healthcare, medical equipment, healthcare products"
https://www.value.today/company/emmi-ag,2748,emmi ag,not found,1907,4184999,switzerland,"consumer defensive, dairy products, fmcg, package foods, food products"
https://www.value.today/company/cousins-properties,2740,cousins properties,not found,1958,755000000,usa,"real estate, consumer services, investments, property investments, commercial properties"
https://www.value.today/company/be-semiconductor-industries,2749,be semiconductor industries,not found,1995,826000000,netherlands,"technology, semiconductors, electronics"
https://www.value.today/company/asgn,2752,asgn,not found,1985,4009000,usa,"industries, technology, professional services, outsourcing and staffing"
https://www.value.today/company/ccc-intelligent-solutions-holdings-inc.,2756,ccc intelligent solutions holdings inc,not found,1980,688000000,usa,"technology, software and it, software and it infrastructure"
https://www.value.today/company/weihai-guangwei-composites,2753,weihai guangwei composites,not found,1992,409000000,china,"basic materials, chemicals"
https://www.value.today/company/fs-kkr-capital,2757,fs kkr capital,not found,2007,1543000,usa,"financial services, asset management"
https://www.value.today/company/weir-group,2751,weir group,not found,1871,2565000,uk,"industries, industry machinery, engineering products, machinery manufacturing"
https://www.value.today/company/jiangsu-yangnong-chemical,2754,jiangsu yangnong chemical,not found,1999,1859000,china,"basic materials, chemicals, agriculture related"
https://www.value.today/company/suning.com,2755,suningcom,not found,1990,20214000,china,"consumer cyclical, retail"
https://www.value.today/company/glaxosmithkline-consumer-healthcare,2750,glaxosmithkline consumer healthcare,not found,,not found,india,"consumer defensive, fmcg, food and beverage, beverages, non-alcoholic beverages, food products, healthcare products"
https://www.value.today/company/kose-corporation,2750,kose corporation,not found,1948,1781000,japan,"consumer defensive, beauty and personal care, personal care products, fmcg"
https://www.value.today/company/e-ink-holdings,2766,e ink holdings,not found,1992,674000000,taiwan,"technology, electronics, capital goods"
https://www.value.today/company/humanwell-healthcare-group,2759,humanwell healthcare group,not found,1993,2975000,china,"healthcare, pharmaceutical"
https://www.value.today/company/anker-innovations-limited,2762,anker innovations limited,not found,2011,1830000,china,"technology, consumer electronics"
https://www.value.today/company/yunnan-aluminium,2765,yunnan aluminium,not found,1970,6540000,china,"basic materials, aluminum"
https://www.value.today/company/steel-authority-india,2761,steel authority of india,not found,1954,12952000,india,"basic materials, iron and steel, metals, mining"
https://www.value.today/company/toppan-printing,2764,toppan printing,not found,1900,11292000,japan,"industries, printing, electronics, industry machinery"
https://www.value.today/company/songcheng-performance-development,2763,songcheng performance development,not found,1994,172000000,china,"consumer cyclical, resorts, travel and transport, entertainment, leisure"
https://www.value.today/company/g4s,2767,g4s,not found,2004,10706000,uk,"industries, security systems and solutions, technology"
https://www.value.today/company/shinko-electric-industries,2760,shinko electric industries,not found,1946,1984000,japan,"technology, semiconductors"
https://www.value.today/company/beijing-tiantan-biological-products,2758,beijing tiantan biological products,not found,1998,598000000,china,"healthcare, biotechnology"
https://www.value.today/company/sk-biopharmaceuticals,2773,sk biopharmaceuticals,not found,2011,341000000,south korea,"healthcare, biopharmaceutical, biotechnology"
https://www.value.today/company/hengyi-petrochemical,2774,hengyi petrochemical,not found,1990,18769000,china,"basic materials, chemicals, petrochemicals"
https://www.value.today/company/cadila-healthcare,2767,zydus lifescienctes limited,not found,1952,1856000,india,"healthcare, healthcare products, pharmaceutical"
https://www.value.today/company/balkrishna-industries,2775,balkrishna industries,not found,1987,1028000,india,"consumer cyclical, automobile, automobile parts, tyres"
https://www.value.today/company/westone-information-industry,2771,westone information industry,not found,1998,406000000,china,"industries, security systems and solutions, networking products / solutions, technology"
https://www.value.today/company/seiko-epson-corporation,2770,seiko epson corporation,not found,1942,8238000,japan,"technology, computers hardware, electronics"
https://www.value.today/company/square-enix-holdings,2769,square enix holdings,not found,1975,2665000,japan,"communication services, technology, gaming, software and it, entertainment, technology hardware and instruments, computers hardware, video games / mobile games / tech games / casino games"
https://www.value.today/company/ambu,2776,ambu a/s,not found,1937,594000000,denmark,"healthcare, medical equipment"
https://www.value.today/company/zhejiang-weixing-new-building-materials,2772,zhejiang weixing new building materials,not found,1999,1002999,china,"industries, plastics / plastic products, construction materials, building products and equipment"
https://www.value.today/company/hunan-valin-steel-co.-ltd.,2768,hunan valin steel co ltd,not found,1999,24967000,china,"basic materials, iron and steel"
https://www.value.today/company/pearson,2777,pearson plc,not found,1844,4549000,uk,"education, communication services, consumer services, publishing, media"
https://www.value.today/company/goodyear-tire-rubber-company,2781,goodyear tire & rubber company,not found,1898,17478000,switzerland,"consumer cyclical, automobile, automobile parts, consumer durables"
https://www.value.today/company/bankia,2779,bankia,not found,2010,not found,spain,"financial services, banking services"
https://www.value.today/company/scientific-games-corporation,2785,scientific games corporation,not found,1973,2724000,usa,"consumer cyclical, technology, gaming, gambling"
https://www.value.today/company/columbia-sportswear-company,2782,columbia sportswear company,not found,1938,3126000,usa,"consumer cyclical, apparels and accessories, textile, consumer non durables, sports goods, footwear"
https://www.value.today/company/oak-street-health-inc.,2784,oak street health inc,not found,2012,1432000,usa,"healthcare, hospitals, healthcare service"
https://www.value.today/company/taisei-corporation,2783,taisei corporation,not found,1873,11261000,japan,"industries, real estate, construction"
https://www.value.today/company/porton-pharma-solutions,2779,porton pharma solutions,not found,2005,487000000,china,"healthcare, biotechnology"
https://www.value.today/company/crane,2780,crane,not found,1855,3180000,usa,"industries, metal fabrication products, capital goods, engineering products, aerospace and defense, aerospace products, electronics, industry machinery"
https://www.value.today/company/arrowhead-pharmaceuticals,2778,arrowhead pharmaceuticals,not found,1989,138000000,usa,"healthcare, pharmaceutical, healthcare products, biopharmaceutical, biotechnology, technology"
https://www.value.today/company/imi,2786,imi,not found,1981,1135000,uk,"industries, industry machinery"
https://www.value.today/company/harley-davidson,2794,harley-davidson,not found,1903,5336000,usa,"consumer cyclical, bikes, automobile, consumer non durables, recreational vehicles"
https://www.value.today/company/sotera-health-co,2793,sotera health co,not found,1978,931000000,usa,"healthcare, health care diagnostics"
https://www.value.today/company/new-york-community-bancorp,2795,new york community bancorp,not found,1859,1350000,usa,"financial services, banking services"
https://www.value.today/company/shimge-pump-industry-group,2790,shimge pump industry group,not found,1984,4119000,china,"industries, heavy machinery"
https://www.value.today/company/sailun-group,2788,sailun group,not found,2002,2825000,china,"consumer cyclical, automobile, automobile parts"
https://www.value.today/company/vgp-nv,2789,vgp nv,not found,1998,49000000,belgium,real estate
https://www.value.today/company/topsports-international-holdings,2792,topsports international holdings,not found,1999,4062999,hong kong,"industries, retail, sports goods, rent / lease services"
https://www.value.today/company/stantec,2791,stantec,not found,1954,2883000,canada,"industries, infrastructure, consulting services, consumer services, engineering products, engineering services, construction"
https://www.value.today/company/shanghai-yuyuan-tourist-mart-group,2787,shanghai yuyuan tourist mart group,not found,1987,8015000,china,"consumer cyclical, retail, jewellery"
https://www.value.today/company/caitong-securities,2800,caitong securities,not found,,815000000,china,"financial services, investments, securities, asset management"
https://www.value.today/company/pt-bayan-resources-tbk,2804,pt bayan resources tbk,not found,,2852000,indonesia,"energy, coal mining, mining"
https://www.value.today/company/primerica,2799,primerica,not found,1977,2709000,usa,"financial services, insurance"
https://www.value.today/company/thule-group-ab-publ,2801,thule group ab publ,not found,1942,1101000,sweden,"consumer cyclical, consumer goods, sports goods, leisure"
https://www.value.today/company/discovery-jo,2803,discovery limited,not found,1992,4476000,south africa,"financial services, insurance"
https://www.value.today/company/fujian-anjoy-foods,2802,fujian anjoy foods,not found,2001,1093000,china,"consumer defensive, fmcg, package foods, food products"
https://www.value.today/company/tokyo-century-corporation,2796,tokyo century corporation,not found,1969,9325000,japan,"financial services, rent / lease services"
https://www.value.today/company/shanghai-lujiazui-finance-trade-zone-development,2805,shanghai lujiazui finance & trade zone development,not found,1992,2177000,china,"real estate, construction, property investments, infrastructure"
https://www.value.today/company/allegro-microsystems-inc.,2797,allegro microsysteinc,not found,1990,768000000,usa,"technology, semiconductors"
https://www.value.today/company/shanghai-aiko-solar-energy,2798,shanghai aiko solar energy,not found,1996,2251000,china,"technology, solar power devices, research"
https://www.value.today/company/persolholdings,2806,persol holdings,not found,2008,7741000,japan,"industries, outsourcing and staffing"
https://www.value.today/company/azbil-corporation,2811,azbil corporation,not found,1949,1872000,japan,"industries, industry machinery, automation, building automation, security systems and solutions"
https://www.value.today/company/mgm-growth-properties-llc,2815,mgm growth properties llc,not found,2015,782000000,usa,"real estate, consumer services, property investments"
https://www.value.today/company/keda-clean-energy,2807,keda clean energy,not found,1992,1538000,china,"industries, industry machinery"
https://www.value.today/company/graphic-packaging-holding-company,2810,graphic packaging holding company,not found,1991,7156000,usa,"consumer cyclical, consumer durables, packaging, packaging materials"
https://www.value.today/company/dcp-midstream-lp,2812,dcp midstream lp,not found,2005,10707000,usa,"energy, oil and gas, utilities, gas utilities"
https://www.value.today/company/shandong-sinocera-functional-material,2814,shandong sinocera functional material,not found,2005,496000000,china,"basic materials, chemicals"
https://www.value.today/company/fangda-carbon-new-material-technology,2808,fangda carbon new material technology,not found,,677000000,china,"technology, electronics, capital goods"
https://www.value.today/company/china-avionicssystem,2813,china avionicssystem,not found,1999,1544000,china,"industries, aerospace and defense"
https://www.value.today/company/enka-insaat-ve-sanayi,2809,enka insaat ve sanayi,not found,1957,1762000,turkey,"industries, construction, engineering services"
https://www.value.today/company/vipshop-holdings,2816,vipshop holdings,not found,2008,18374000,china,"consumer cyclical, consumer services, retail, internet or mobile app based business, ecommerce"
https://www.value.today/company/tsim-sha-tsui-properties-limited,2823,tsim sha tsui properties limited,not found,1972,1988000,hong kong,real estate
https://www.value.today/company/yonghui-superstores,2818,yonghui superstores,not found,2001,13251000,china,"consumer cyclical, retail, super markets"
https://www.value.today/company/hutchison-china-meditech,2820,hutchison china meditech,not found,2000,356000000,hong kong,"healthcare, healthcare products, biotechnology"
https://www.value.today/company/jardine-cycle-carriage,2824,jardine cycle & carriage,not found,1899,17688000,singapore,"consumer cyclical, investments, automobile"
https://www.value.today/company/huaxin-cement,2821,huaxin cement,not found,,5096000,china,"basic materials, cement, construction materials"
https://www.value.today/company/zhejiang-hangke-technology-company,2817,zhejiang hangke technology company,not found,2011,361000000,china,"industries, electrical products"
https://www.value.today/company/pt-merdeka-copper-gold-tbk,2819,pt merdeka copper gold tbk,not found,2012,380000000,indonesia,"basic materials, mining, copper mining, gold mining, silver mining, metals"
https://www.value.today/company/china-merchants-port-group,2822,china merchants port group,not found,,1511000,china,"industries, shipping, freight transport, transportation"
https://www.value.today/company/smithfield-foods,2819,smithfield foods,shane smith,1936,not found,usa,"food products, meat / poultry / fish / chicken"
https://www.value.today/company/pi-industries,2825,pi industries,not found,1946,657000000,india,"basic materials, chemicals, agriculture related"
https://www.value.today/company/taiwan-high-speed-rail-corporation,2833,taiwan high speed rail corporation,not found,1998,1036000,taiwan,"industries, transportation, railway"
https://www.value.today/company/koc-holding,2831,koc holding,not found,1926,23696000,turkey,"industries, conglomerate, energy, oil and gas, retail, provides loans, automobile"
https://www.value.today/company/kobayashi-pharmaceutical,2826,kobayashi pharmaceutical,not found,1919,1229000,japan,"consumer defensive, pharmaceutical, healthcare products, fmcg"
https://www.value.today/company/loccitane-international,2828,l'occitane international,not found,1972,1780000,luxembourg,"consumer defensive, retail, beauty and personal care, personal care products, fmcg"
https://www.value.today/company/brookfield-renewable-corporation,2832,brookfield renewable corporation,not found,2011,3367000,usa,"utilities, renewable energy, power generation, electricity generation, investments"
https://www.value.today/company/valley-national-bancorp,2834,valley national bancorp,not found,1927,1365000,usa,"financial services, banking services"
https://www.value.today/company/tritax-big-box-reit,2827,tritax big box reit,not found,2013,244000000,uk,"real estate, property investments, investments"
https://www.value.today/company/freshworks,2830,freshworks inc,not found,2010,371000000,usa,"software and it, software products"
https://www.value.today/company/e.-i.-du-pont-de-nemours-and-company,2829,e i du pont de nemours and company,not found,1897,15655000,usa,"basic materials, agriculture related, chemicals"
https://www.value.today/company/ricoh-company,2842,ricoh company,not found,1936,12832000,japan,"industries, technology, electronics, printers, office equipment"
https://www.value.today/company/pacwest-bancorp,2839,pacwest bancorp,not found,1999,1260000,usa,"financial services, banking services"
https://www.value.today/company/nordic-semiconductor-asa,2837,nordic semiconductor asa,not found,1983,610000000,norway,"technology, semiconductors, electronics"
https://www.value.today/company/juewei-food,2838,juewei food,not found,,953000000,china,"consumer defensive, food products, meat / poultry / fish / chicken, fmcg, package foods"
https://www.value.today/company/hengan-international-group-company,2836,hengan international group company,not found,,3263000,china,"consumer defensive, fmcg, personal care products"
https://www.value.today/company/scsk-corporation,2843,scsk corporation,not found,1969,3022000,japan,"technology, software and it"
https://www.value.today/company/proya-cosmetics,2841,proya cosmetics,not found,,674000000,china,"consumer defensive, cosmetics, personal care products, beauty and personal care, fmcg"
https://www.value.today/company/hera,2844,hera,not found,2002,7808000,italy,"utilities, water utilities, gas utilities, electric utilities, waste and trash management"
https://www.value.today/company/slm-corporation,2840,slm corporation,not found,1972,2029000,usa,financial services
https://www.value.today/company/shockwave-medical,2835,shockwave medical,not found,2009,237000000,usa,"healthcare, medical equipment"
https://www.value.today/company/enagas,2849,enagas,not found,1972,1075000,spain,"utilities, gas utilities, natural gas distribution"
https://www.value.today/company/apeloa-pharmaceutical,2851,apeloa pharmaceutical,not found,,1404000,china,"healthcare, pharmaceutical, healthcare products"
https://www.value.today/company/kt-corporation,2847,kt corporation,not found,1981,20264000,south korea,"communication services, telecom, utilities, telecom equipment"
https://www.value.today/company/china-power-international-development,2854,china power international development,not found,,5452000,china,"utilities, electric utilities, renewable energy"
https://www.value.today/company/rbc-bearings,2850,rbc bearings,not found,1919,942000000,usa,"industries, metal fabrication products, capital goods, engineering products, tools and equipment"
https://www.value.today/company/international-game-technology,2846,international game technology,not found,1990,4089000,usa,"consumer cyclical, consumer services, entertainment, gaming, technology, gambling"
https://www.value.today/company/cosco-shipping-development,2853,cosco shipping development,not found,,5480000,china,"industries, shipping, freight transport"
https://www.value.today/company/trinet-group,2848,trinet group,not found,1988,4540000,usa,"industries, software and it, business services, software products, outsourcing and staffing"
https://www.value.today/company/spirit-realty-capital,2845,spirit realty capital,not found,2003,608000000,usa,"real estate, consumer services, investments, property investments"
https://www.value.today/company/shenzhen-energy-group,2852,shenzhen energy group,not found,,4594000,china,utilities
https://www.value.today/company/korea-shipbuilding-offshore-engineering,2856,korea shipbuilding & offshore engineering,not found,1972,12610000,south korea,"industries, engineering products, engineering services, industry machinery"
https://www.value.today/company/star-health-and-allied-insurance-company-limited,2862,star health and allied insurance company limited,not found,2006,1325000,india,"financial services, insurance"
