name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
glaxosmithkline consumer healthcare,,,,,,india,,,
weir group,2565000000,342000000,6227000000,13500,,uk,https://en.wikipedia.org/wiki/weir group,,
asgn,4009000000,409000000,6227000000,3900,,usa,,,
weihai guangwei composites,409000000,119000000,6230000000,1657,,china,,,
jiangsu yangnong chemical,1859000000,192000000,6230000000,,,china,,,
suningcom,20214000000,-6296000000,6215000000,44230,,china,,,
ccc intelligent solutions holdings inc,688000000,-248000000,6219000000,2250,,usa,,,
fs kkr capital,1543000000,1515000000,6218000000,,,usa,,,
beijing tiantan biological products,598000000,111000000,6212000000,3415,,china,,,
humanwell healthcare group,2975000000,202000000,6211000000,15711,,china,,,
shinko electric industries,1984000000,384000000,6208000000,4234,,japan,,,
steel authority of india,12952000000,1533000000,6199000000,68742,,india,https://en.wikipedia.org/wiki/steel authority of india,,
anker innovations limited,1830000000,143000000,6203000000,,,china,https://en.wikipedia.org/wiki/anker innovations,,
songcheng performance development,172000000,46000000,6199000000,,,china,,,
toppan printing,11292000000,899000000,6198000000,52599,,japan,,,
yunnan aluminium,6540000000,521000000,6190000000,,,china,,,
e ink holdings,674000000,177000000,6192000000,,,taiwan,,,
g4s,10706000000,,,570000,,uk,https://en.wikipedia.org/wiki/g4s,,
zydus lifesciences limited,1856000000,562000000,6180000000,13405,,india,https://en.wikipedia.org/wiki/cadila healthcare,,
hunan valin steel co ltd,24967000000,1409000000,6182000000,22628,,china,https://en.wikipedia.org/wiki/hunan valin steel,,
square enix holdings,2665000000,372000000,6180000000,5077,,japan,,,
seiko epson corporation,8238000000,673000000,6175000000,79010,,japan,,,
westone information industry,406000000,35000000,6177000000,,,china,,,
zhejiang weixing new building materials,1003000000,192000000,6180000000,,,china,,,
sk biopharmaceuticals,341000000,53000000,6172000000,,,south korea,,,
hengyi petrochemical,18769000000,496000000,6170000000,16557,,china,,,
balkrishna industries,1028000000,180000000,6168000000,2834,,india,https://en.wikipedia.org/wiki/balkrishna industries,,
ambu a/s,594000000,37000000,6160000000,3500,,denmark,https://en.wikipedia.org/wiki/ambu  company ,,
pearson plc,4549000000,211000000,6163000000,32000,,uk,https://en.wikipedia.org/wiki/pearson plc,https://twitter.com/pearsonbrasil,https://www.facebook.com/pearsonbrasil/
arrowhead pharmaceuticals,138000000,-140000000,6162000000,232,,usa,https://en.wikipedia.org/wiki/arrowhead pharmaceuticals,https://twitter.com/arrowheadpharma,
bankia,,,,,,spain,,,
porton pharma solutions,487000000,82000000,6156000000,,,china,,,
crane,3180000000,435000000,6157000000,11000,,usa,,,
goodyear tire & rubber company,17478000000,764000000,6160000000,62000,,switzerland,https://en.wikipedia.org/wiki/goodyear tire and rubber company,,
columbia sportswear company,3126000000,354000000,6149000000,7275,,usa,https://en.wikipedia.org/wiki/columbia sportswear,,
taisei corporation,11261000000,521000000,6153000000,8507,,japan,https://en.wikipedia.org/wiki/taisei corporation,,
oak street health inc,1432000000,-409000000,6136000000,4800,,usa,,,
scientific games corporation,2724000000,-569000000,6135000000,9700,,usa,,,
imi,1135000000,-3000000,6143000000,10776,,uk,,,
shanghai yuyuan tourist mart group,8015000000,606000000,6139000000,,,china,,,
sailun group,2825000000,206000000,6135000000,,,china,,,
vgp nv,49000000,717000000,6140000000,,,belgium,,,
shimge pump industry group,4119000000,287000000,6130000000,,,china,,,
stantec,2883000000,159000000,6116000000,22000,,canada,https://en.wikipedia.org/wiki/stantec,,
topsports international holdings,4063000000,312000000,6113000000,35773,,hong kong,,,
sotera health co,931000000,116000000,6111000000,3000,,usa,,,
harley-davidson,5336000000,650000000,6110000000,5800,,usa,https://en.wikipedia.org/wiki/harley-davidson,https://twitter.com/harley italia,
new york community bancorp,1350000000,556000000,6106000000,2815,,usa,https://en.wikipedia.org/wiki/new york community bank,,
tokyo century corporation,9325000000,367000000,6097000000,7365,,japan,,,
allegro microsysteinc,768000000,119000000,6103000000,3720,,usa,,,
shanghai aiko solar energy,2251000000,-18000000,6098000000,,,china,,,
primerica,2709000000,371000000,6093000000,2891,,usa,https://en.wikipedia.org/wiki/primerica,,
caitong securities,815000000,373000000,6091000000,,,china,,,
thule group ab publ,1101000000,190000000,6088000000,,,sweden,,,
fujian anjoy foods,1093000000,95000000,6094000000,,,china,,,
discovery limited,4476000000,188000000,6085000000,12980,,south africa,https://en.wikipedia.org/wiki/discovery limited,,
pt bayan resources tbk,2852000000,1212000000,6092000000,2748,,indonesia,,,
shanghai lujiazui finance & trade zone development,2177000000,676000000,6083000000,,,china,,,
persol holdings,7741000000,230000000,6075000000,45180,,japan,,,
keda clean energy,1538000000,158000000,6084000000,,,china,,,
fangda carbon new material technology,677000000,158000000,6065000000,,,china,https://en.wikipedia.org/wiki/fangda,,
enka insaat ve sanayi,1762000000,353000000,6062000000,20962,,turkey,,,
graphic packaging holding company,7156000000,204000000,6056000000,25000,,usa,,,
azbil corporation,1872000000,152000000,6060000000,9897,,japan,,,
dcp midstream lp,10707000000,391000000,6060000000,1788,,usa,https://en.wikipedia.org/wiki/dcp midstream partners,,
china avionicssystem,1544000000,125000000,6058000000,,,china,,,
shandong sinocera functional material,496000000,125000000,6048000000,2681,,china,,,
mgm growth properties llc,782000000,205000000,6046000000,1216,,usa,https://en.wikipedia.org/wiki/mgm growth properties,https://twitter.com/mgmgrowthprop,https://www.facebook.com/mgmgrowthprop/
vipshop holdings,18374000000,735000000,6044000000,7567,,china,,,
zhejiang hangke technology company,361000000,34000000,6042000000,1400,,china,,,
yonghui superstores,13251000000,-574000000,6044000000,110778,,china,,,
pt merdeka copper gold tbk,380000000,36000000,6039000000,2653,,indonesia,,,
smithfield foods,,,,54000,shane smith,usa,https://en.wikipedia.org/wiki/smithfield foods,,
hutchison china meditech,356000000,-194000000,6032000000,853,,hong kong,,,
huaxin cement,5096000000,842000000,6025000000,,,china,,,
china merchants port group,1511000000,1067000000,6027000000,7848,,china,,,
tsim sha tsui properties limited,1988000000,403000000,6016000000,,,hong kong,,,
jardine cycle & carriage,17688000000,660000000,6024000000,250000,,singapore,https://en.wikipedia.org/wiki/jardine cycle %26 carriage,,
pi industries,657000000,106000000,6006000000,3000,,india,,,
kobayashi pharmaceutical,1229000000,156000000,6008000000,3435,,japan,,,
tritax big box reit,244000000,1290000000,6005000000,,,uk,https://en.wikipedia.org/wiki/tritax big box reit,,
l'occitane international,1780000000,242000000,6002000000,9000,,luxembourg,https://en.wikipedia.org/wiki/l'occitane en provence,,
e i du pont de nemours and company,15655000000,1759000000,6000000000,28000,,usa,,,
freshworks inc,371000000,-192000000,5999000000,4300,,usa,,,
koc holding,23696000000,1038000000,5993000000,100641,,turkey,https://en.wikipedia.org/wiki/ko%c3%a7 holding,,
brookfield renewable corporation,3367000000,946000000,5979000000,2875,,usa,,,
taiwan high speed rail corporation,1036000000,124000000,5980000000,4641,,taiwan,,,
valley national bancorp,1365000000,461000000,5978000000,3370,,usa,,,
shockwave medical,237000000,-9000000,5967000000,449,,usa,,,
hengan international group company,3263000000,514000000,5974000000,25000,,china,https://en.wikipedia.org/wiki/hengan international,,
nordic semiconductor asa,610000000,71000000,5965000000,767,,norway,,,
juewei food,953000000,143000000,5972000000,,,china,,,
pacwest bancorp,1260000000,596000000,5966000000,2200,,usa,https://en.wikipedia.org/wiki/pacwest bancorp,,
slm corporation,2029000000,1155000000,5963000000,1450,,usa,,,
proya cosmetics,674000000,84000000,5957000000,,,china,,,
ricoh company,12832000000,222000000,5950000000,90141,,japan,,,
scsk corporation,3022000000,244000000,5952000000,13979,,japan,,,
hera,7808000000,333000000,5945000000,,,italy,https://en.wikipedia.org/wiki/hera group,,
spirit realty capital,608000000,171000000,5945000000,84,,usa,,,
international game technology,4089000000,482000000,5950000000,11048,,usa,,,
kt corporation,20264000000,1104000000,5938000000,22720,,south korea,,,
trinet group,4540000000,338000000,5936000000,3300,,usa,https://en.wikipedia.org/wiki/trinet,https://twitter.com/trinet,https://www.facebook.com/trinethr/
enagas,1075000000,445000000,5942000000,361,,spain,,,
rbc bearings,942000000,53000000,5940000000,4892,,usa,,,
apeloa pharmaceutical,1404000000,150000000,5941000000,5719,,china,,,
shenzhen energy group,4594000000,310000000,5941000000,7384,,china,,,
cosco shipping development,5480000000,956000000,5935000000,29379,,china,,,
china power international development,5452000000,-81000000,5944000000,,,china,,,
curaleaf holdings,1209000000,-101000000,5928000000,3000,,usa,https://en.wikipedia.org/wiki/curaleaf,,
korea shipbuilding & offshore engineering,12610000000,-756000000,5927000000,14400,,south korea,,,
exelixis,1434000000,231000000,5929000000,954,,usa,https://en.wikipedia.org/wiki/exelixis,,
flowers foods,4330000000,260000000,5925000000,8900,,usa,,,
api group corporation,3940000000,47000000,5925000000,,,british virgin islands,,,
bosideng international holdings,2359000000,300000000,5916000000,,,china,,,
tusimple holdings inc,6000000,-732000000,5924000000,980,,usa,,,
alkem laboratories,1316000000,206000000,5915000000,14000,,india,https://en.wikipedia.org/wiki/alkem laboratories,,
star health and allied insurance company limited,1325000000,-130000000,5915000000,,,india,,,
thor industries,12317000000,659000000,5919000000,31000,,usa,,,
lundin mining corporation,3328000000,780000000,5917000000,4170,,canada,https://en.wikipedia.org/wiki/lundin mining,,
japan retail fund investment corporation,561000000,201000000,5915000000,,,japan,,,
pangang group vanadium & titanium resources co ltd,2207000000,208000000,5909000000,,,china,,,
element solutions,2399000000,203000000,5910000000,5300,,usa,https://en.wikipedia.org/wiki/element solutions,,
ashland global holdings,2111000000,220000000,5913000000,4100,,usa,https://en.wikipedia.org/wiki/ashland inc.,,https://www.facebook.com/ashlandinc/
china great wall securities,1336000000,277000000,5909000000,,,china,,,
kongsberg gruppen asa,2826000000,222000000,5914000000,,,norway,,,
national fuel gas company,1742000000,363000000,5911000000,2188,,usa,,,
hanon systems,5983000000,251000000,5897000000,22000,,south korea,,,
bgi genomics,985000000,213000000,5900000000,3585,,china,,,
braze inc,238000000,-76000000,5896000000,870,,usa,,,
hanesbrands,6801000000,77000000,5888000000,59000,,usa,https://en.wikipedia.org/wiki/hanesbrands,https://twitter.com/hanesbrands,https://www.facebook.com/hanesbrandsinc/
sumco corporation,2657000000,326000000,5891000000,8199,,japan,,,
alten sa,2924000000,207000000,5890000000,,,france,,,
national oilwell varco,5524000000,-250000000,5892000000,27043,,usa,https://en.wikipedia.org/wiki/national oilwell varco,https://twitter.com/novglobal,https://www.facebook.com/nationaloilwellvarco/
centrica,24284000000,1606000000,5883000000,26932,,uk,https://en.wikipedia.org/wiki/centrica,,
ozon holdings plc,2929000000,-933000000,5869000000,12000,,cyprus,,,
unite group,353000000,454000000,5868000000,1400,,uk,https://en.wikipedia.org/wiki/unite students,,
china lesso group holdings,5032000000,478000000,5871000000,,,china,,,
mercury nz,1308000000,289000000,5874000000,786,,new zealand,,,
kojamo oyj,431000000,1128000000,5868000000,296,,finland,https://fi.wikipedia.org/wiki/kojamo,,
chemours company,6345000000,608000000,5871000000,6400,,usa,,,
microport scientific corporation,778000000,-276000000,5856000000,,,china,,,
scout24 ag,389000000,90000000,5857000000,1530,,germany,,,
kajima corporation,15176000000,758000000,5862000000,7887,,japan,,,
tongling nonferrous metals group coltd,20567000000,487000000,5856000000,,,china,,,
mcdonald's holdings company japan,2515000000,190000000,5857000000,2161,,japan,,,
axfood ab publ,6136000000,228000000,5860000000,,,sweden,,,
terreno realty corporation,221000000,87000000,5861000000,24,,usa,,,
guolian securities,597000000,139000000,5863000000,,,china,,,
tianjin guangyu development,2363000000,-197000000,5855000000,,,china,,,
js global lifestyle company,5150000000,420000000,5851000000,4657,,hong kong,,,
angang steel company limited,21452000000,1087000000,5852000000,,,china,https://en.wikipedia.org/wiki/angang steel,,
hanwha chemical corporation,8729000000,504000000,5853000000,4972,,south korea,,,
bandhan bank,1442000000,16000000,5850000000,45549,,india,https://en.wikipedia.org/wiki/bandhan bank,,
boc international china co ltd,611000000,151000000,5846000000,,,china,,,
kingsoft corporation,1000000000,62000000,5846000000,7000,,china,,,
future,804000000,88000000,5838000000,,,uk,,,
telekom austria ag,4664000000,454000000,5840000000,18153,,austria,https://en.wikipedia.org/wiki/a1 telekom austria group,,
shandong shida shenghua chemical group company,1108000000,185000000,5832000000,,,china,,,
china resources cement holdings,5604000000,990000000,5828000000,19467,,hong kong,https://en.wikipedia.org/wiki/china resources cement,,
workiva,443000000,-37000000,5831000000,2106,,usa,,,
altagas,8383000000,224000000,5834000000,2801,,canada,https://en.wikipedia.org/wiki/altagas,,
sinopec shanghai petrochemical company,75888000000,2073000000,5829000000,8230,,china,https://en.wikipedia.org/wiki/shanghai petrochemical,,
perfect world,1239000000,54000000,5831000000,,,china,https://en.wikipedia.org/wiki/perfect world pictures,,
ambarella,331000000,-26000000,5832000000,899,,usa,,,
centuria capital group,170000000,-26000000,5821000000,,,australia,,,
shanghai lingang holdings,913000000,223000000,5822000000,,,china,,,
china resources sanjiu medical & pharmaceutical,2404000000,321000000,5821000000,,,china,,,
unione di banche italiane,,,,19342,,italy,,,
bumble inc,,317000000,5809000000,650,,usa,https://en.wikipedia.org/wiki/bumble  app ,,
boc aviation,1865000000,561000000,5814000000,176,,singapore,https://en.wikipedia.org/wiki/boc aviation,,
vodafone idea limited,4819000000,-3535000000,5814000000,13520,,india,https://en.wikipedia.org/wiki/vodafone idea,,
companhia siderurgica nacional,10200000000,2609000000,5802000000,,,brazil,https://en.wikipedia.org/wiki/companhia sider%c3%bargica nacional,,
amkor technology,6138000000,643000000,5799000000,30400,,usa,,,
ioi corpbhd,2517000000,312000000,5796000000,,,malaysia,,,
nedbank group,3277000000,686000000,5801000000,28324,,south africa,,,
schaeffler ag,15279000000,833000000,5797000000,87700,,germany,https://en.wikipedia.org/wiki/schaeffler group,,
traveloka,,,,2470,,indonesia,https://en.wikipedia.org/wiki/traveloka,,
pt united tractors tbk,5530000000,715000000,5790000000,33139,,indonesia,https://en.wikipedia.org/wiki/united tractors,,
antero resources corporation,4619000000,-186000000,5789000000,519,,usa,,,
sc new energy technology corporation,734000000,104000000,5782000000,,,china,,,
new industries biomedical engineering,370000000,142000000,5776000000,,,china,,,
rlx technology inc,1337000000,318000000,5765000000,,,china,,,
metallurgical corporation of china,78570000000,1314000000,5765000000,101020,,china,,,
rit capital partners,1242000000,1140000000,5768000000,,,uk,https://en.wikipedia.org/wiki/rit capital partners,,
scor se,19625000000,503000000,5772000000,2945,,france,https://en.wikipedia.org/wiki/scor se,,
netwealth group,119000000,38000000,5773000000,271,,australia,,,
beijing yuanliu hongyuan electronic technology,377000000,130000000,5771000000,,,china,,,
shijiazhuang yiling pharmaceutical,1472000000,195000000,5773000000,9618,,china,,,
rapid7,535000000,-146000000,5757000000,2353,,usa,,,
a2a,12739000000,556000000,5764000000,12978,,italy,https://en.wikipedia.org/wiki/a2a,,
hyundai glovis,17726000000,637000000,5755000000,1447,,south korea,https://en.wikipedia.org/wiki/hyundai glovis,,
biocon,1004000000,81000000,5764000000,12000,,india,https://en.wikipedia.org/wiki/biocon,,
addtech ab publ,1323000000,101000000,5762000000,3000,,sweden,,,
tui ag,5218000000,-2721000000,5759000000,48330,,germany,https://en.wikipedia.org/wiki/tui group,,
acc,1979000000,233000000,5749000000,6643,,india,https://en.wikipedia.org/wiki/acc  company ,,
hubei xingfa chemicals group,3705000000,666000000,5754000000,,,china,,,
hirose electric,1194000000,229000000,5753000000,4737,,japan,,,
zhefu holding group,2057000000,336000000,5747000000,,,china,,,
husky energy,,,,4800,,canada,https://en.wikipedia.org/wiki/husky energy,,
sona blw precision forgings limited,255000000,45000000,5749000000,,,india,,,
via varejo,5491000000,191000000,,,,brazil,,,
curevac,102000000,-411000000,5739000000,500,,germany,https://en.wikipedia.org/wiki/curevac,,
ubisoft entertainment sa,2124000000,79000000,5737000000,18045,,france,https://en.wikipedia.org/wiki/ubisoft,https://twitter.com/ubisoft,https://www.facebook.com/ubisoft
sonoco products company,5590000000,-85000000,5741000000,23000,,usa,https://en.wikipedia.org/wiki/sonoco,,
safety,1400000000,21000000,5744000000,4800,,usa,https://en.wikipedia.org/wiki/msa safety,,
lanxess,8335000000,295000000,5741000000,14866,,germany,https://en.wikipedia.org/wiki/lanxess,,
idacorp,1458000000,245000000,5740000000,1999,,usa,https://en.wikipedia.org/wiki/idacorp,,
arena pharmaceuticals,0,-616000000,5737000000,363,,usa,https://en.wikipedia.org/wiki/arena pharmaceuticals,,
oci,6318000000,570000000,5729000000,3147,,netherlands,,,
dalian port pda company,1938000000,301000000,5734000000,,,china,,,
dongxing securities company,779000000,240000000,5729000000,,,china,,,
vicinity centres,816000000,841000000,5720000000,1200,,australia,https://en.wikipedia.org/wiki/vicinity centres,,
lechwerke ag,1621000000,111000000,5718000000,,,germany,,,
webster financial corporation,1223000000,398000000,5722000000,3245,,usa,,,
riocan real estate investment trust,932000000,474000000,5710000000,586,,canada,https://en.wikipedia.org/wiki/riocan real estate investment trust,,
verisilicon microelectronics shanghai co ltd,336000000,2000000,5706000000,,,china,,,
cambricon technologies corporation limited,113000000,-129000000,5709000000,,,china,,,
flughafen zurich ag,728000000,-11000000,5709000000,,,switzerland,https://en.wikipedia.org/wiki/flughafen z%c3%bcrich ag,https://twitter.com/zrh airport,https://www.facebook.com/flughafen.zuerich
simpson manufacturing,1573000000,266000000,5711000000,3562,,usa,,,
crown resorts,1054000000,-181000000,5708000000,12105,,australia,https://en.wikipedia.org/wiki/crown resorts,,
shandong weigao group medical polymer company,2064000000,352000000,5699000000,10433,,china,,,
nanjing securities,394000000,142000000,5696000000,,,china,,,
wallenstam ab publ,246000000,500000000,5699000000,,,sweden,,,
unum group,11853000000,824000000,5702000000,10300,,usa,https://en.wikipedia.org/wiki/unum,,
acron,1970000000,54000000,5695000000,,,russia,,,
grupo aval acciones y valores,5773000000,537000000,5693000000,104862,,colombia,https://en.wikipedia.org/wiki/grupo aval,,
nmdc,3240000000,1174000000,5689000000,5887,,india,https://en.wikipedia.org/wiki/national mineral development corporation,https://twitter.com/nmdclimited,https://www.facebook.com/nmdclimited/
central retail corporation,5399000000,2000000,5687000000,,,thailand,,,
jcdecaux sa,2521000000,-14000000,5691000000,10234,,france,https://en.wikipedia.org/wiki/jcdecaux,,
owl rock capital corporation,688000000,624000000,5693000000,18,,usa,,,
orion oyj,1148000000,213000000,5691000000,3337,,finland,,,
novanta,706000000,50000000,5693000000,2700,,usa,,,
etn fr colruyt nv,10046000000,287000000,5674000000,,,belgium,https://en.wikipedia.org/wiki/colruyt group,,
seven group holdings,5547000000,386000000,5670000000,5800,,australia,https://en.wikipedia.org/wiki/seven group holdings,,
winner medical co limited,1181000000,182000000,5674000000,,,china,,,
wintrust financial corporation,1707000000,438000000,5665000000,5239,,usa,,,
spark new zealand,2277000000,253000000,5664000000,5224,,new zealand,https://en.wikipedia.org/wiki/spark new zealand,https://twitter.com/sparknz,https://www.facebook.com/spark4nz/
hengtong optic-electric,6006000000,209000000,5656000000,,,china,https://en.wikipedia.org/wiki/hengtong,https://twitter.com/h t g d,
longshine technology,728000000,133000000,5664000000,,,china,,,
far eastern new century corporation,8189000000,332000000,5648000000,,,taiwan,https://en.wikipedia.org/wiki/far eastern new century,,
hangzhou robam appliances,1593000000,209000000,5647000000,,,china,,,
blackline,425000000,-115000000,5643000000,1557,,usa,https://en.wikipedia.org/wiki/blackline  software company ,https://twitter.com/blackline,
hindustan aeronautics limited,3049000000,636000000,5638000000,28345,,india,https://en.wikipedia.org/wiki/hindustan aeronautics limited,,
voltas,981000000,63000000,5637000000,8800,,india,https://en.wikipedia.org/wiki/voltas,,
china baoan group,2763000000,162000000,5626000000,,,china,,,
cosmos pharmaceutical corporation,5512000000,169000000,5617000000,234,,japan,,,
united breweries,702000000,46000000,5618000000,3207,,india,https://en.wikipedia.org/wiki/united breweries group,,
cifi holdings group,16926000000,1213000000,5619000000,7300,,china,,,
timken company,4132000000,369000000,5619000000,17000,,usa,,,
western superconducting technologies,426000000,108000000,5616000000,,,china,,,
shurgard self storage,331000000,492000000,5622000000,751,,luxembourg,,,
sterling bancorp,95000000,23000000,5619000000,1907,,usa,,,
coca-cola consolidated,5562000000,189000000,5624000000,79000,,usa,,,
grupo televisa,5187000000,303000000,5606000000,43287,,mexico,,,
bausch & lomb corp,3765000000,182000000,,,,canada,,,
china airlines,4761000000,322000000,5609000000,89373,,taiwan,,,
leggett & platt,5072000000,402000000,5596000000,20300,,usa,https://en.wikipedia.org/wiki/leggett %26 platt,,
royal unibrew a/s,1294000000,192000000,5599000000,2631,,denmark,https://en.wikipedia.org/wiki/royal unibrew,,
helen of troy,2223000000,223000000,5598000000,1650,,usa,,,
krung thai bank public company,3220000000,604000000,5604000000,,,thailand,,,
shanghai friendess electronic technology corporation,143000000,86000000,5594000000,,,china,,,
chargepoint holdings,241000000,-299000000,5591000000,1436,,usa,https://en.wikipedia.org/wiki/chargepoint,,
jiangsu yoke technology,550000000,49000000,5587000000,,,china,,,
western securities,981000000,205000000,5589000000,,,china,,,
tata communications,2093000000,185000000,5587000000,12000,,india,https://en.wikipedia.org/wiki/tata communications,,
howard hughes corporation,1427000000,56000000,5589000000,600,,usa,https://en.wikipedia.org/wiki/howard hughes corporation,,
medicover ab publ,130000000,10000000,5588000000,,,sweden,,,
ternium argentina,2850000000,1174000000,5586000000,20173,,argentina,https://en.wikipedia.org/wiki/ternium,,
integra lifesciences holdings corporation,1542000000,169000000,5578000000,3800,,usa,,https://twitter.com/integra life,
obayashi corporation,14031000000,286000000,5578000000,8829,,japan,,,
aurobindo pharma,2925000000,331000000,5575000000,23000,,india,https://en.wikipedia.org/wiki/aurobindo pharma,,
hebei yangyuan zhihui beverage,1005000000,307000000,5582000000,,,china,,,
icade,1831000000,441000000,5569000000,,,france,https://en.wikipedia.org/wiki/icade,,
ardagh metal packaging sa,4055000000,-210000000,5566000000,16400,,luxembourg,,,
tmx group,820000000,268000000,5570000000,1383,,canada,https://en.wikipedia.org/wiki/tmx group,,
psp swiss property ag,862000000,637000000,5568000000,,,switzerland,,,
rayonier,1109000000,152000000,5566000000,406,,usa,,,
lupin,2027000000,-191000000,5563000000,18302,,india,https://en.wikipedia.org/wiki/lupin limited,https://twitter.com/lupinglobal,
kuala lumpur kepong berhad,4702000000,533000000,5556000000,,,malaysia,https://en.wikipedia.org/wiki/kuala lumpur kepong berhad,,
jindal steel & power,6394000000,720000000,5556000000,6153,,india,https://en.wikipedia.org/wiki/jindal steel and power,,
navinfo,445000000,18000000,5559000000,,,china,,,
theralink technologies inc,1000000,-7000000,5555000000,,,usa,,,
kansai paint,3059000000,194000000,5552000000,16459,,japan,,,
fuchs petrolub se,2870000000,253000000,5545000000,5600,,germany,https://en.wikipedia.org/wiki/fuchs petrolub,,
luminar technologies inc,31000000,-237000000,5545000000,400,,usa,,,
avic capital,2995000000,702000000,5549000000,4885,,china,,,
advanced energy solution holding co ltd,1455000000,134000000,5535000000,10000,,taiwan,,,
hochtief,23579000000,228000000,5534000000,46644,,germany,https://en.wikipedia.org/wiki/hochtief,https://twitter.com/hochtief ag,
asia cement corporation,3074000000,517000000,5526000000,,,taiwan,https://en.wikipedia.org/wiki/asia cement corporation,,
qingdao port international,2527000000,622000000,5525000000,8981,,china,,,
bawag group ag,1338000000,463000000,5528000000,4353,,austria,https://en.wikipedia.org/wiki/bawag,,
shin kong financial holding,14402000000,777000000,5532000000,17255,,taiwan,,,
quebecor,3611000000,458000000,5515000000,10454,,canada,https://en.wikipedia.org/wiki/quebecor,https://twitter.com/quebecor,
amn healthcare services,3984000000,327000000,5516000000,3800,,usa,,,
visera technologies company ltd,298000000,72000000,5521000000,,,taiwan,,,
pt barito pacific tbk,3155000000,109000000,5512000000,3400,,indonesia,,,
benefit one,280000000,65000000,5509000000,,,japan,,,
home product center public company,1835000000,162000000,5507000000,,,thailand,,,
parade technologies,686000000,180000000,5505000000,,,cayman islands,,,
zotye automobile co ltd,120000000,-103000000,5513000000,,,china,,,
joinn laboratories china,238000000,87000000,5498000000,,,china,,,
kumho petrochemical,6887000000,1600000000,5497000000,1350,,south korea,,,
spectris,1714000000,459000000,5499000000,8450,,uk,https://en.wikipedia.org/wiki/spectris,,
red star macalline group corporation,2435000000,321000000,5502000000,27113,,china,,,
synlab ag,4152000000,688000000,5504000000,,,germany,https://en.wikipedia.org/wiki/synlab group,,
mitsui chemicals,11768000000,803000000,5494000000,17979,,japan,,,
aak ab publ,3758000000,152000000,5494000000,3978,,sweden,,,
haohua chemical science & technology,1165000000,140000000,5490000000,,,china,,,
ncr corporation,7156000000,97000000,5482000000,34000,,usa,,,
jiangsu yuyue medical equipment & supply,1003000000,216000000,5476000000,5525,,china,,,
gelsenwasser ag,6298000000,114000000,5467000000,1595,,germany,https://en.wikipedia.org/wiki/gelsenwasser,,
tianfeng securities,769000000,92000000,5472000000,3208,,china,,,
hollyfrontier corporation,18389000000,558000000,5468000000,3522,,usa,https://en.wikipedia.org/wiki/hollyfrontier,,
china minmetals rare earth,433000000,28000000,5460000000,,,china,,,
zhuzhou hongda electronics,291000000,119000000,5457000000,1579,,china,,,
china evergrande new energy vehicle group,2253000000,-1076000000,5450000000,123276,,china,,,
perrigo company,4138000000,-68000000,5447000000,11500,,ireland,https://en.wikipedia.org/wiki/perrigo,https://twitter.com/perrigocompany,https://www.facebook.com/perrigocompanyplc/
win semiconductors,898000000,187000000,5448000000,,,taiwan,,,
curtiss-wright corporation,2505000000,267000000,5448000000,7800,,usa,https://en.wikipedia.org/wiki/curtiss-wright,,
universal forest products,8636000000,535000000,5449000000,14000,,usa,,,
manpowergroup,20724000000,382000000,5439000000,28000,,usa,https://en.wikipedia.org/wiki/manpowergroup,,
iberiabank corporation,,,,3441,,usa,,,
china meidong auto holdings,3700000000,183000000,5427000000,,,china,,,
diploma plc,1044000000,92000000,5433000000,,,uk,,,
nokian renkaat oyj,1891000000,227000000,5432000000,,,finland,https://en.wikipedia.org/wiki/nokian tyres,,
johnson matthey,18875000000,-119000000,5417000000,15352,,uk,https://en.wikipedia.org/wiki/johnson matthey,,
hoshizaki corporation,2172000000,172000000,5422000000,12982,,japan,,,
microstrategy,510000000,-535000000,5417000000,2121,,usa,,,
huaneng renewables corporation,,,,,,china,https://en.wikipedia.org/wiki/huaneng renewables,,
shanxi lu'an environmental energy development,6570000000,976000000,5424000000,,,china,,,
fielmann,1678000000,136000000,5416000000,22245,,germany,https://en.wikipedia.org/wiki/fielmann ag,,
bellway,3677000000,459000000,5418000000,2889,,uk,https://en.wikipedia.org/wiki/bellway,,
bank of baroda,6049000000,981000000,5424000000,84283,,india,https://en.wikipedia.org/wiki/bank of baroda,https://twitter.com/bankofbaroda,
asahi intecc,449000000,73000000,5414000000,8761,,japan,,,
yunnan yuntianhua,9928000000,571000000,5410000000,,,china,,,
stericycle,2646000000,-27000000,5413000000,15000,,usa,https://en.wikipedia.org/wiki/stericycle,https://twitter.com/stericycle inc,https://www.facebook.com/stericycle/
engie brasil energia,2670000000,333000000,5406000000,1600,,brazil,,,
national instruments corporation,1469000000,89000000,5411000000,7100,,usa,https://en.wikipedia.org/wiki/national instruments,,
lotus bakeries nv,827000000,99000000,5406000000,2155,,belgium,https://en.wikipedia.org/wiki/lotus bakeries,,
exponent,466000000,101000000,5397000000,1201,,usa,,,
iridium communications,614000000,-9000000,5396000000,543,,usa,,,
beijing united information technology,5843000000,91000000,5398000000,,,china,,,
lightspeed pos,421000000,-221000000,5392000000,1165,,canada,,,
natura & co,8550000000,223000000,5393000000,18000,,brazil,https://en.wikipedia.org/wiki/natura %26 co,,
dongguan yiheda automation co ltd,262000000,58000000,5391000000,,,china,,,
jiangsu goodwe power supply technology co ltd,390000000,41000000,5393000000,,,china,,,
